zone,date,description,score_key,value
boston-msa,2020-09-20,pop_total,hospitals_M_t1_PM_autoN_fareN,30.424078
boston-msa,2020-10-18,pop_total,hospitals_M_t1_PM_autoN_fareN,30.20027
boston-msa,2020-11-15,pop_total,hospitals_M_t1_PM_autoN_fareN,30.192997
boston-msa,2020-12-20,pop_total,hospitals_M_t1_PM_autoN_fareN,29.304901
boston-msa,2021-01-17,pop_total,hospitals_M_t1_PM_autoN_fareN,29.270914
boston-msa,2021-02-21,pop_total,hospitals_M_t1_PM_autoN_fareN,29.346954
boston-msa,2021-07-11,pop_total,hospitals_M_t1_PM_autoN_fareN,29.815502
boston-msa,2021-09-12,pop_total,hospitals_M_t1_PM_autoN_fareN,29.73753
boston-msa,2022-03-27,pop_total,hospitals_M_t1_PM_autoN_fareN,29.55367
boston-msa,2022-08-07,pop_total,hospitals_M_t1_PM_autoN_fareN,29.91415
boston-msa,2020-02-23,pop_white,hospitals_M_t1_PM_autoN_fareN,30.48339
boston-msa,2020-03-15,pop_white,hospitals_M_t1_PM_autoN_fareN,29.908129
boston-msa,2020-04-19,pop_white,hospitals_M_t1_PM_autoN_fareN,29.698545
boston-msa,2020-05-10,pop_white,hospitals_M_t1_PM_autoN_fareN,29.355906
boston-msa,2020-06-21,pop_white,hospitals_M_t1_PM_autoN_fareN,30.260305
boston-msa,2020-07-19,pop_white,hospitals_M_t1_PM_autoN_fareN,30.252071
boston-msa,2020-08-16,pop_white,hospitals_M_t1_PM_autoN_fareN,29.89449
boston-msa,2020-09-20,pop_white,hospitals_M_t1_PM_autoN_fareN,30.621119
boston-msa,2020-10-18,pop_white,hospitals_M_t1_PM_autoN_fareN,30.230686
boston-msa,2020-11-15,pop_white,hospitals_M_t1_PM_autoN_fareN,30.203331
boston-msa,2020-12-20,pop_white,hospitals_M_t1_PM_autoN_fareN,29.232134
boston-msa,2021-01-17,pop_white,hospitals_M_t1_PM_autoN_fareN,29.216015
boston-msa,2021-02-21,pop_white,hospitals_M_t1_PM_autoN_fareN,29.231323
boston-msa,2021-07-11,pop_white,hospitals_M_t1_PM_autoN_fareN,29.799093
boston-msa,2021-09-12,pop_white,hospitals_M_t1_PM_autoN_fareN,29.787619
boston-msa,2022-03-27,pop_white,hospitals_M_t1_PM_autoN_fareN,29.546888
boston-msa,2022-08-07,pop_white,hospitals_M_t1_PM_autoN_fareN,29.889389
boston-msa,2020-02-23,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.49415
boston-msa,2020-03-15,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.02631
boston-msa,2020-04-19,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.046095
boston-msa,2020-05-10,workers_essential,hospitals_M_t1_PM_autoN_fareN,29.682983
boston-msa,2020-06-21,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.51955
boston-msa,2020-07-19,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.471794
boston-msa,2020-08-16,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.13683
boston-msa,2020-09-20,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.576649
boston-msa,2020-10-18,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.387436
boston-msa,2020-11-15,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.37485
boston-msa,2020-12-20,workers_essential,hospitals_M_t1_PM_autoN_fareN,29.49886
boston-msa,2021-01-17,workers_essential,hospitals_M_t1_PM_autoN_fareN,29.534828
boston-msa,2021-02-21,workers_essential,hospitals_M_t1_PM_autoN_fareN,29.540031
boston-msa,2021-07-11,workers_essential,hospitals_M_t1_PM_autoN_fareN,29.97734
boston-msa,2021-09-12,workers_essential,hospitals_M_t1_PM_autoN_fareN,29.900045
boston-msa,2022-03-27,workers_essential,hospitals_M_t1_PM_autoN_fareN,29.76469
boston-msa,2022-08-07,workers_essential,hospitals_M_t1_PM_autoN_fareN,30.152052
boston-msa,2020-02-23,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.909853
boston-msa,2020-03-15,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.626577
boston-msa,2020-04-19,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,32.277386
boston-msa,2020-05-10,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.998512
boston-msa,2020-06-21,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.73567
boston-msa,2020-07-19,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.548948
boston-msa,2020-08-16,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.697083
boston-msa,2020-09-20,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.562624
boston-msa,2020-10-18,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.63694
boston-msa,2020-11-15,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.798204
boston-msa,2020-12-20,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,32.017693
boston-msa,2021-01-17,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.719048
boston-msa,2021-02-21,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.895485
boston-msa,2021-07-11,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.753857
boston-msa,2021-09-12,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.570086
boston-msa,2022-03-27,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.811937
boston-msa,2022-08-07,hhld_single_mother,hospitals_M_t1_WE_autoN_fareN,31.62722
boston-msa,2020-02-23,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.798763
boston-msa,2020-03-15,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.966251
boston-msa,2020-04-19,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.765999
boston-msa,2020-05-10,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,32.290154
boston-msa,2020-06-21,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.241379
boston-msa,2020-07-19,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.786922
boston-msa,2020-08-16,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.541218
boston-msa,2020-09-20,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.170685
boston-msa,2020-10-18,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,30.844288
boston-msa,2020-11-15,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.913666
boston-msa,2020-12-20,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,32.130817
boston-msa,2021-01-17,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.99456
boston-msa,2021-02-21,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.55793
boston-msa,2021-07-11,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.445885
boston-msa,2021-09-12,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.279947
boston-msa,2022-03-27,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.863829
boston-msa,2022-08-07,pop_asiapacific,hospitals_M_t1_WE_autoN_fareN,31.288683
boston-msa,2020-02-23,pop_black,hospitals_M_t1_WE_autoN_fareN,30.636395
boston-msa,2020-03-15,pop_black,hospitals_M_t1_WE_autoN_fareN,30.043045
boston-msa,2020-04-19,pop_black,hospitals_M_t1_WE_autoN_fareN,31.598953
boston-msa,2020-05-10,pop_black,hospitals_M_t1_WE_autoN_fareN,31.273373
boston-msa,2020-06-21,pop_black,hospitals_M_t1_WE_autoN_fareN,31.29092
boston-msa,2020-07-19,pop_black,hospitals_M_t1_WE_autoN_fareN,30.796377
boston-msa,2020-08-16,pop_black,hospitals_M_t1_WE_autoN_fareN,30.72535
boston-msa,2020-09-20,pop_black,hospitals_M_t1_WE_autoN_fareN,30.701555
boston-msa,2020-10-18,pop_black,hospitals_M_t1_WE_autoN_fareN,30.601519
boston-msa,2020-11-15,pop_black,hospitals_M_t1_WE_autoN_fareN,30.585726
boston-msa,2020-12-20,pop_black,hospitals_M_t1_WE_autoN_fareN,30.618729
boston-msa,2021-01-17,pop_black,hospitals_M_t1_WE_autoN_fareN,30.751387
boston-msa,2021-02-21,pop_black,hospitals_M_t1_WE_autoN_fareN,30.825695
boston-msa,2021-07-11,pop_black,hospitals_M_t1_WE_autoN_fareN,30.25903
boston-msa,2021-09-12,pop_black,hospitals_M_t1_WE_autoN_fareN,30.081297
boston-msa,2022-03-27,pop_black,hospitals_M_t1_WE_autoN_fareN,30.43689
boston-msa,2022-08-07,pop_black,hospitals_M_t1_WE_autoN_fareN,30.07691
boston-msa,2020-02-23,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.398
boston-msa,2020-03-15,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.189789
boston-msa,2020-04-19,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.650684
boston-msa,2020-05-10,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.228731
boston-msa,2020-06-21,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.009438
boston-msa,2020-07-19,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,28.977919
boston-msa,2020-08-16,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.001802
boston-msa,2020-09-20,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.0635
boston-msa,2020-10-18,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.067127
boston-msa,2020-11-15,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,28.964474
boston-msa,2020-12-20,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.135786
boston-msa,2021-01-17,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.153818
boston-msa,2021-02-21,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.314564
boston-msa,2021-07-11,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,28.951056
boston-msa,2021-09-12,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,28.980003
boston-msa,2022-03-27,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.17089
boston-msa,2022-08-07,pop_hispanic,hospitals_M_t1_WE_autoN_fareN,29.025917
boston-msa,2020-02-23,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.16916
boston-msa,2020-03-15,pop_poverty,hospitals_M_t1_WE_autoN_fareN,28.801367
boston-msa,2020-04-19,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.396254
boston-msa,2020-05-10,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.262995
boston-msa,2020-06-21,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.087051
boston-msa,2020-07-19,pop_poverty,hospitals_M_t1_WE_autoN_fareN,28.703497
boston-msa,2020-08-16,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.102468
boston-msa,2020-09-20,pop_poverty,hospitals_M_t1_WE_autoN_fareN,28.790895
boston-msa,2020-10-18,pop_poverty,hospitals_M_t1_WE_autoN_fareN,28.868504
boston-msa,2020-11-15,pop_poverty,hospitals_M_t1_WE_autoN_fareN,28.900383
boston-msa,2020-12-20,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.032793
boston-msa,2021-01-17,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.196777
boston-msa,2021-02-21,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.078129
boston-msa,2021-07-11,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.06806
boston-msa,2021-09-12,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.060808
boston-msa,2022-03-27,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.024162
boston-msa,2022-08-07,pop_poverty,hospitals_M_t1_WE_autoN_fareN,29.093817
boston-msa,2020-02-23,pop_total,hospitals_M_t1_WE_autoN_fareN,31.418858
boston-msa,2020-03-15,pop_total,hospitals_M_t1_WE_autoN_fareN,31.221285
boston-msa,2020-04-19,pop_total,hospitals_M_t1_WE_autoN_fareN,31.677166
boston-msa,2020-05-10,pop_total,hospitals_M_t1_WE_autoN_fareN,31.576681
boston-msa,2020-06-21,pop_total,hospitals_M_t1_WE_autoN_fareN,31.101236
boston-msa,2020-07-19,pop_total,hospitals_M_t1_WE_autoN_fareN,30.786488
boston-msa,2020-08-16,pop_total,hospitals_M_t1_WE_autoN_fareN,31.343712
boston-msa,2020-09-20,pop_total,hospitals_M_t1_WE_autoN_fareN,30.780003
boston-msa,2020-10-18,pop_total,hospitals_M_t1_WE_autoN_fareN,30.911524
boston-msa,2020-11-15,pop_total,hospitals_M_t1_WE_autoN_fareN,31.111656
boston-msa,2020-12-20,pop_total,hospitals_M_t1_WE_autoN_fareN,31.460783
boston-msa,2021-01-17,pop_total,hospitals_M_t1_WE_autoN_fareN,31.33518
boston-msa,2021-02-21,pop_total,hospitals_M_t1_WE_autoN_fareN,31.272058
boston-msa,2021-07-11,pop_total,hospitals_M_t1_WE_autoN_fareN,31.438696
boston-msa,2021-09-12,pop_total,hospitals_M_t1_WE_autoN_fareN,31.474728
boston-msa,2022-03-27,pop_total,hospitals_M_t1_WE_autoN_fareN,31.29416
boston-msa,2022-08-07,pop_total,hospitals_M_t1_WE_autoN_fareN,31.228718
boston-msa,2020-02-23,pop_white,hospitals_M_t1_WE_autoN_fareN,31.765078
boston-msa,2020-03-15,pop_white,hospitals_M_t1_WE_autoN_fareN,31.55677
boston-msa,2020-04-19,pop_white,hospitals_M_t1_WE_autoN_fareN,31.957626
boston-msa,2020-05-10,pop_white,hospitals_M_t1_WE_autoN_fareN,31.857342
boston-msa,2020-06-21,pop_white,hospitals_M_t1_WE_autoN_fareN,31.347849
boston-msa,2020-07-19,pop_white,hospitals_M_t1_WE_autoN_fareN,30.915007
boston-msa,2020-08-16,pop_white,hospitals_M_t1_WE_autoN_fareN,31.72548
boston-msa,2020-09-20,pop_white,hospitals_M_t1_WE_autoN_fareN,30.973137
boston-msa,2020-10-18,pop_white,hospitals_M_t1_WE_autoN_fareN,31.221426
boston-msa,2020-11-15,pop_white,hospitals_M_t1_WE_autoN_fareN,31.37609
boston-msa,2020-12-20,pop_white,hospitals_M_t1_WE_autoN_fareN,31.815506
boston-msa,2021-01-17,pop_white,hospitals_M_t1_WE_autoN_fareN,31.637373
boston-msa,2021-02-21,pop_white,hospitals_M_t1_WE_autoN_fareN,31.558344
boston-msa,2021-07-11,pop_white,hospitals_M_t1_WE_autoN_fareN,31.926912
boston-msa,2021-09-12,pop_white,hospitals_M_t1_WE_autoN_fareN,31.999723
boston-msa,2022-03-27,pop_white,hospitals_M_t1_WE_autoN_fareN,31.621649
boston-msa,2022-08-07,pop_white,hospitals_M_t1_WE_autoN_fareN,31.65962
boston-msa,2020-02-23,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.52793
boston-msa,2020-03-15,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.314854
boston-msa,2020-04-19,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.810854
boston-msa,2020-05-10,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.748692
boston-msa,2020-06-21,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.295519
boston-msa,2020-07-19,workers_essential,hospitals_M_t1_WE_autoN_fareN,30.90264
boston-msa,2020-08-16,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.445492
boston-msa,2020-09-20,workers_essential,hospitals_M_t1_WE_autoN_fareN,30.953081
boston-msa,2020-10-18,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.093416
boston-msa,2020-11-15,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.222641
boston-msa,2020-12-20,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.519865
boston-msa,2021-01-17,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.39631
boston-msa,2021-02-21,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.420717
boston-msa,2021-07-11,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.555365
boston-msa,2021-09-12,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.600433
boston-msa,2022-03-27,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.42085
boston-msa,2022-08-07,workers_essential,hospitals_M_t1_WE_autoN_fareN,31.38372
boston-msa,2020-02-23,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.310329
boston-msa,2020-03-15,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.276277
boston-msa,2020-04-19,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.3458126
boston-msa,2020-05-10,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.320525
boston-msa,2020-06-21,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2922635
boston-msa,2020-07-19,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2875452
boston-msa,2020-08-16,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2871633
boston-msa,2020-09-20,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2878215
boston-msa,2020-10-18,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2897913
boston-msa,2020-11-15,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.3051517
boston-msa,2020-12-20,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.3176117
boston-msa,2021-01-17,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2901351
boston-msa,2021-02-21,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.308515
boston-msa,2021-07-11,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.292878
boston-msa,2021-09-12,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2691123
boston-msa,2022-03-27,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.299938
boston-msa,2022-08-07,hhld_single_mother,hospitals_M_t1_WE_autoY_fareN,3.2846885
boston-msa,2020-02-23,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3179777
boston-msa,2020-03-15,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3217814
boston-msa,2020-04-19,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3065383
boston-msa,2020-05-10,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3474853
boston-msa,2020-06-21,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.2636886
boston-msa,2020-07-19,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3070347
boston-msa,2020-08-16,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.2880208
boston-msa,2020-09-20,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.2512925
boston-msa,2020-10-18,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.2228453
boston-msa,2020-11-15,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3174093
boston-msa,2020-12-20,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3285463
boston-msa,2021-01-17,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.3242574
boston-msa,2021-02-21,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.2924798
boston-msa,2021-07-11,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.2751915
boston-msa,2021-09-12,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.260708
boston-msa,2022-03-27,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.324077
boston-msa,2022-08-07,pop_asiapacific,hospitals_M_t1_WE_autoY_fareN,3.2650402
boston-msa,2020-02-23,pop_black,hospitals_M_t1_WE_autoY_fareN,3.3999746
boston-msa,2020-03-15,pop_black,hospitals_M_t1_WE_autoY_fareN,3.3460188
boston-msa,2020-04-19,pop_black,hospitals_M_t1_WE_autoY_fareN,3.5097013
boston-msa,2020-05-10,pop_black,hospitals_M_t1_WE_autoY_fareN,3.479878
boston-msa,2020-06-21,pop_black,hospitals_M_t1_WE_autoY_fareN,3.463939
boston-msa,2020-07-19,pop_black,hospitals_M_t1_WE_autoY_fareN,3.4276023
boston-msa,2020-08-16,pop_black,hospitals_M_t1_WE_autoY_fareN,3.4083867
boston-msa,2020-09-20,pop_black,hospitals_M_t1_WE_autoY_fareN,3.4278789
boston-msa,2020-10-18,pop_black,hospitals_M_t1_WE_autoY_fareN,3.413631
boston-msa,2020-11-15,pop_black,hospitals_M_t1_WE_autoY_fareN,3.412987
boston-msa,2020-12-20,pop_black,hospitals_M_t1_WE_autoY_fareN,3.4062645
boston-msa,2021-01-17,pop_black,hospitals_M_t1_WE_autoY_fareN,3.4071941
boston-msa,2021-02-21,pop_black,hospitals_M_t1_WE_autoY_fareN,3.4265535
boston-msa,2021-07-11,pop_black,hospitals_M_t1_WE_autoY_fareN,3.3636792
boston-msa,2021-09-12,pop_black,hospitals_M_t1_WE_autoY_fareN,3.346754
boston-msa,2022-03-27,pop_black,hospitals_M_t1_WE_autoY_fareN,3.3855083
boston-msa,2022-08-07,pop_black,hospitals_M_t1_WE_autoY_fareN,3.3497891
boston-msa,2020-02-23,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.2041767
boston-msa,2020-03-15,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.185348
boston-msa,2020-04-19,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.236544
boston-msa,2020-05-10,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1945539
boston-msa,2020-06-21,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1726387
boston-msa,2020-07-19,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1776237
boston-msa,2020-08-16,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1702018
boston-msa,2020-09-20,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1833076
boston-msa,2020-10-18,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1850543
boston-msa,2020-11-15,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1730638
boston-msa,2020-12-20,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1860194
boston-msa,2021-01-17,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1869123
boston-msa,2021-02-21,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.2018776
boston-msa,2021-07-11,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.164487
boston-msa,2021-09-12,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1649237
boston-msa,2022-03-27,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1823115
boston-msa,2022-08-07,pop_hispanic,hospitals_M_t1_WE_autoY_fareN,3.1768956
boston-msa,2020-02-23,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1435847
boston-msa,2020-03-15,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.105433
boston-msa,2020-04-19,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1679556
boston-msa,2020-05-10,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1555119
boston-msa,2020-06-21,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.137083
boston-msa,2020-07-19,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1101654
boston-msa,2020-08-16,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.13687
boston-msa,2020-09-20,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1171474
boston-msa,2020-10-18,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1208916
boston-msa,2020-11-15,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1232271
boston-msa,2020-12-20,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1325881
boston-msa,2021-01-17,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1408026
boston-msa,2021-02-21,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.133925
boston-msa,2021-07-11,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1313252
boston-msa,2021-09-12,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.123708
boston-msa,2022-03-27,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1277478
boston-msa,2022-08-07,pop_poverty,hospitals_M_t1_WE_autoY_fareN,3.1332133
boston-msa,2020-02-23,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0905707
boston-msa,2020-03-15,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0704074
boston-msa,2020-04-19,pop_total,hospitals_M_t1_WE_autoY_fareN,3.1086361
boston-msa,2020-05-10,pop_total,hospitals_M_t1_WE_autoY_fareN,3.1027572
boston-msa,2020-06-21,pop_total,hospitals_M_t1_WE_autoY_fareN,3.060561
boston-msa,2020-07-19,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0417128
boston-msa,2020-08-16,pop_total,hospitals_M_t1_WE_autoY_fareN,3.078662
boston-msa,2020-09-20,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0400107
boston-msa,2020-10-18,pop_total,hospitals_M_t1_WE_autoY_fareN,3.048549
boston-msa,2020-11-15,pop_total,hospitals_M_t1_WE_autoY_fareN,3.066348
boston-msa,2020-12-20,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0903733
boston-msa,2021-01-17,pop_total,hospitals_M_t1_WE_autoY_fareN,3.077425
boston-msa,2021-02-21,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0761702
boston-msa,2021-07-11,pop_total,hospitals_M_t1_WE_autoY_fareN,3.084308
boston-msa,2021-09-12,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0869436
boston-msa,2022-03-27,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0801752
boston-msa,2022-08-07,pop_total,hospitals_M_t1_WE_autoY_fareN,3.0737514
boston-msa,2020-02-23,pop_white,hospitals_M_t1_WE_autoY_fareN,3.0088243
boston-msa,2020-03-15,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9883435
boston-msa,2020-04-19,pop_white,hospitals_M_t1_WE_autoY_fareN,3.0157342
boston-msa,2020-05-10,pop_white,hospitals_M_t1_WE_autoY_fareN,3.0124834
boston-msa,2020-06-21,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9683084
boston-msa,2020-07-19,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9413056
boston-msa,2020-08-16,pop_white,hospitals_M_t1_WE_autoY_fareN,2.998353
boston-msa,2020-09-20,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9443119
boston-msa,2020-10-18,pop_white,hospitals_M_t1_WE_autoY_fareN,2.962251
boston-msa,2020-11-15,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9765897
boston-msa,2020-12-20,pop_white,hospitals_M_t1_WE_autoY_fareN,3.0081563
boston-msa,2021-01-17,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9903724
boston-msa,2021-02-21,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9872334
boston-msa,2021-07-11,pop_white,hospitals_M_t1_WE_autoY_fareN,3.013664
boston-msa,2021-09-12,pop_white,hospitals_M_t1_WE_autoY_fareN,3.0196605
boston-msa,2022-03-27,pop_white,hospitals_M_t1_WE_autoY_fareN,2.9967363
boston-msa,2022-08-07,pop_white,hospitals_M_t1_WE_autoY_fareN,2.999337
boston-msa,2020-02-23,workers_essential,hospitals_M_t1_WE_autoY_fareN,3.1123667
boston-msa,2020-03-15,workers_essential,hospitals_M_t1_WE_autoY_fareN,3.0906398
boston-msa,2020-04-19,workers_essential,hospitals_M_t1_WE_autoY_fareN,3.13386
boston-msa,2020-05-10,workers_essential,hospitals_M_t1_WE_autoY_fareN,3.1292903
boston-msa,2020-06-21,workers_essential,hospitals_M_t1_WE_autoY_fareN,3.0901892
