block_group,hhld_nocar,hhld_single_mother,hhld_total,hhld_total_w_chld,pop_asiapacific,pop_black,pop_hispanic,pop_indig,pop_otherrace,pop_poverty,pop_total,pop_white,workers_all,workers_essential
250250916002,93,15,281,128,734,164,26,0,0,375,1058,134,638,360
250250916003,72,0,216,38,269,48,9,0,0,81,396,70,343,186
250250917001,137,114,422,188,248,704,179,0,117,276,1364,116,717,399
250250917002,115,67,354,144,69,614,343,11,118,248,1164,9,566,330
250250917003,71,49,219,101,0,415,155,0,116,172,686,0,451,266
250250918001,107,111,445,169,69,741,281,0,155,590,1307,61,804,489
250250918002,89,90,370,180,0,972,106,0,207,177,1285,0,551,331
250250918003,83,64,345,94,0,761,135,0,7,233,936,33,491,301
250250919001,120,86,342,122,0,502,415,0,0,185,1021,104,532,324
250250919002,97,53,276,125,38,805,85,0,27,188,964,9,396,235
250250919003,195,153,555,251,0,920,533,0,77,371,1537,7,805,482
250250919004,71,41,203,70,0,463,175,0,20,112,672,14,310,177
250250920001,179,116,574,187,140,673,421,0,232,260,1630,164,690,390
250250920002,170,115,546,187,109,935,290,35,23,289,1553,161,952,568
250250920003,73,45,234,142,0,507,290,0,54,193,900,49,455,260
250250920004,121,110,387,176,0,887,377,0,0,350,1264,0,504,298
250250921011,67,76,325,115,133,343,26,0,0,143,892,390,619,313
250250921012,43,54,209,103,619,57,73,0,8,201,1004,247,565,302
250250921013,74,0,357,123,0,412,92,0,0,53,1041,537,430,201
250250921014,94,144,457,186,681,152,314,0,0,362,1291,144,516,268
250250921015,208,111,1002,202,1319,866,109,23,8,599,2950,625,1240,646
250250922001,101,15,292,75,239,244,124,0,9,30,877,261,521,274
250250922002,86,21,249,113,142,549,61,0,0,16,906,154,466,236
250250922003,110,40,316,81,107,395,121,0,49,75,862,190,415,229
250250922004,94,68,270,85,7,170,162,0,19,139,462,104,500,262
250250923001,62,34,263,53,33,492,206,18,16,100,771,6,408,250
250250923002,51,88,217,119,0,405,229,0,9,185,643,0,363,220
250250923003,95,137,403,188,0,1070,267,0,0,307,1407,70,468,293
250250923004,39,50,165,84,0,343,174,0,54,45,571,0,309,190
250250924001,78,116,217,135,0,798,141,0,0,223,939,0,358,224
250250924002,120,158,334,158,34,547,365,0,0,583,985,39,544,331
250250924003,259,173,721,249,0,1472,671,0,31,667,2174,0,840,518
250250924004,188,201,523,282,0,591,818,0,54,662,1463,0,598,367
250250924005,110,67,307,130,0,636,352,0,0,459,988,0,380,229
250251001001,96,26,223,66,46,212,33,17,83,130,450,59,85,57
250251001002,151,15,350,89,0,1017,299,0,0,118,1316,0,330,197
250251001003,175,126,406,192,0,1431,170,0,9,300,1610,0,408,247
250251001004,76,73,177,73,0,410,251,0,0,153,718,57,490,297
250251001005,64,60,148,60,0,398,126,0,0,237,535,11,307,185
250251001006,237,192,549,285,0,781,751,0,0,738,1541,9,638,379
250251001007,150,152,348,216,0,687,267,0,16,291,970,0,478,277
250251002001,112,82,370,185,29,910,324,0,0,297,1298,35,530,315
250251002002,51,80,169,91,0,359,245,0,0,228,617,13,366,223
250251002003,130,169,430,231,40,1357,109,0,0,325,1525,19,593,378
250251003001,141,91,434,133,23,1251,160,0,57,354,1505,14,543,327
250251003002,115,73,354,125,38,782,175,0,21,143,1026,10,465,279
250251003003,90,96,278,103,64,525,47,0,181,195,817,0,424,273
250251003004,77,76,237,76,0,615,115,0,0,324,758,28,411,256
250251004001,168,59,566,179,438,774,63,0,87,368,1625,263,717,424
250251004002,79,55,268,187,0,882,186,0,8,259,1290,214,681,380
250251004003,89,0,302,67,92,376,291,0,0,102,808,49,459,273
250251004004,186,124,627,312,39,1549,113,4,221,397,1980,54,910,525
250251005001,133,30,401,57,417,572,27,0,2,203,1089,71,708,365
250251005002,122,15,369,66,46,179,162,0,96,24,840,357,667,376
250251005003,184,94,555,221,247,629,317,0,0,432,1605,412,635,342
250251005004,129,92,389,135,0,1338,29,0,43,784,1440,30,690,411
250251005005,170,104,514,248,0,1336,453,0,109,608,1935,37,625,376
250251006011,132,38,472,112,352,194,71,0,118,19,1231,496,670,313
250251006012,86,91,307,135,258,399,0,0,167,346,1143,319,557,277
250251006013,154,0,551,55,18,1024,32,0,134,203,1421,213,696,360
250251006014,250,65,893,191,437,564,357,0,148,263,2183,677,1070,568
250251006031,40,24,631,122,105,132,45,0,24,63,1536,1230,920,443
250251006032,14,0,235,35,9,81,2,0,1,38,437,344,420,201
250251007001,74,0,412,67,11,24,0,0,7,86,934,892,599,281
250251007002,100,0,561,137,33,58,0,0,34,113,1236,1111,594,271
250251007003,59,0,332,139,0,0,4,0,0,15,944,940,349,160
250251007004,54,33,304,85,92,0,0,0,0,65,740,648,489,214
250251007005,46,0,260,22,8,0,0,0,0,28,535,527,364,166
250251008001,43,0,235,30,207,251,0,0,0,15,698,240,352,182
250251008002,87,18,471,74,121,167,81,0,85,95,1162,708,539,265
250251008003,92,101,495,129,68,399,15,0,65,107,1123,576,512,241
250251008004,144,17,776,74,0,550,276,0,180,308,1656,650,648,302
250251008005,76,0,412,104,66,139,107,0,0,88,974,662,464,236
250251008006,70,74,376,107,184,265,0,0,0,39,959,510,660,325
250251009001,48,24,284,88,98,289,146,122,38,10,866,173,511,291
250251009002,42,0,250,88,124,317,11,0,0,2,626,174,356,189
250251009003,93,74,545,161,29,693,297,0,67,143,1377,291,888,468
250251009004,26,8,155,71,28,490,0,0,0,15,518,0,331,209
250251009005,66,42,389,136,104,525,91,0,110,324,1169,339,607,336
250251010011,68,65,228,65,0,374,15,0,86,65,492,17,459,274
250251010012,59,19,201,37,0,340,17,0,22,47,379,0,363,217
250251010013,111,35,375,69,0,740,0,0,37,146,777,0,424,251
250251010014,162,106,543,188,0,1152,384,0,37,691,1573,0,483,299
250251010015,101,79,340,147,0,842,172,0,0,356,1030,16,599,376
250251010016,153,64,514,191,0,1197,339,0,105,192,1727,86,615,375
250251010021,105,146,420,211,0,475,587,0,67,701,1215,86,483,294
250251010022,224,148,891,274,0,1888,278,22,60,302,2323,75,1238,747
250251010023,252,148,1001,242,31,2201,258,0,52,158,2641,99,1019,630
250251011011,58,71,272,130,0,451,539,0,0,336,1018,28,361,225
250251011012,80,119,379,215,0,1322,64,0,14,130,1411,11,482,299
250251011013,100,137,473,242,62,1129,198,0,32,177,1421,0,777,473
250251011021,111,57,308,115,0,789,21,0,13,111,823,0,401,250
250251011022,189,182,522,201,0,1251,232,0,0,711,1595,112,771,483
250251011023,139,89,384,169,0,1157,175,0,40,185,1390,18,394,243
250251011024,148,114,408,229,37,1008,201,0,20,350,1329,63,743,447
250251101031,69,0,325,81,0,115,43,0,38,117,869,673,368,187
250251101032,50,74,237,138,0,98,329,0,0,38,744,317,385,196
250251101033,31,64,146,77,0,41,199,0,0,138,360,120,312,173
250251101034,70,0,330,113,97,59,405,0,14,229,796,221,328,175
250251101035,106,0,498,73,149,142,73,0,149,108,1452,939,931,435
250251101036,68,0,321,116,0,46,65,0,0,38,819,708,359,162
250251101037,81,169,382,241,0,993,382,0,0,353,1627,252,450,239
250251102011,204,155,917,359,12,1082,915,23,71,366,2528,425,1258,726
250251103011,33,90,454,178,3,508,583,0,41,150,1354,219,717,393
250251103012,39,48,521,155,36,302,167,23,16,113,1366,822,841,416
250251104011,104,157,667,192,83,351,940,0,24,384,1653,255,1116,612
250251104012,121,64,772,161,33,593,125,0,55,211,1897,1091,983,518
250251104031,63,72,523,154,0,292,612,0,5,271,1106,197,534,296
250251104032,43,9,358,34,27,344,56,0,0,70,912,485,480,256
250251104033,23,28,197,105,20,101,96,0,0,31,513,296,408,220
250251104034,44,0,372,114,58,127,314,0,7,97,1095,589,558,264
250251104035,41,30,342,119,0,186,72,0,119,82,906,529,609,296
250251105011,54,41,480,135,18,1,211,0,45,340,1235,960,563,284
250251105012,66,96,588,195,24,208,176,0,55,29,1419,956,918,419
250251105013,44,0,398,107,0,34,135,0,61,40,1084,854,572,269
250251105021,113,12,674,254,184,221,431,135,35,33,1969,963,806,399
250251105022,154,9,919,227,10,179,1034,0,98,139,2413,1092,1065,515
250251105023,36,16,215,61,8,24,113,0,0,88,527,382,406,204
250251106011,80,61,740,181,93,25,151,0,67,20,1861,1525,949,461
250251106012,51,42,472,134,103,32,99,0,21,118,1109,854,538,231
250251106071,39,41,433,93,101,0,141,0,69,48,901,590,544,262
250251106072,62,0,679,188,18,54,258,0,0,46,1695,1365,834,386
250251106073,76,22,828,141,26,57,203,0,22,125,1778,1470,859,393
250251106074,25,15,271,68,0,64,36,0,0,28,1046,946,516,227
250251201031,61,22,708,227,95,55,91,0,70,60,1669,1358,947,422
250251201041,69,0,323,40,0,0,13,0,31,47,627,583,391,183
250251201042,65,70,306,120,40,135,161,0,45,180,676,295,524,257
250251201043,101,16,475,63,15,46,54,0,18,37,907,774,550,254
250251201051,14,11,230,104,172,31,52,0,70,109,1162,837,410,188
250251201052,28,21,461,120,26,56,15,0,31,33,1064,936,436,203
250251201053,16,8,259,19,15,21,28,0,1,0,500,435,335,135
250251202011,141,8,610,96,65,193,309,0,26,226,1380,787,828,381
250251202012,223,35,959,223,42,154,834,0,64,285,2028,934,1191,623
250251202013,62,38,270,38,40,76,98,0,22,38,511,275,274,130
250251203011,150,0,584,177,58,136,894,0,17,157,1653,548,674,319
250251203012,94,10,367,22,42,225,282,0,0,182,827,278,436,230
250251203013,130,50,508,161,56,342,462,0,72,257,1615,683,990,479
250251203014,146,22,570,132,68,144,282,0,101,162,1475,880,753,354
250251204001,98,0,373,40,75,84,26,0,70,71,728,473,512,238
250251204002,83,0,318,58,126,25,196,0,41,68,673,285,391,184
250251204003,154,38,588,112,41,94,214,0,126,108,1333,858,492,234
250251204004,213,23,813,215,82,135,192,0,99,253,2253,1745,1082,483
250251204005,212,13,807,53,123,143,75,0,32,199,1532,1159,803,352
250251205001,118,17,383,71,60,84,423,0,6,176,1034,461,616,313
250251205002,101,41,329,97,57,84,399,0,30,186,990,420,487,241
250251205003,96,50,312,69,119,123,350,0,0,185,793,201,481,240
250251206001,49,36,327,83,26,97,233,0,72,76,933,505,576,271
250251206002,55,0,366,35,15,26,98,0,45,35,697,513,536,232
250251206003,54,0,361,26,29,23,78,0,40,66,817,647,560,254
250251207001,62,7,355,76,90,111,339,0,66,254,982,376,636,322
250251207002,124,12,709,127,199,70,130,0,28,93,1350,923,728,353
250251301001,28,0,436,68,55,0,159,0,29,16,944,701,526,248
250251301002,59,0,895,219,566,70,190,0,191,20,1901,884,979,444
250251301003,22,0,338,13,0,126,20,0,0,111,841,695,285,138
250251301004,23,0,351,115,0,0,89,0,0,15,827,738,454,202
250251301005,23,0,357,131,0,0,0,0,0,0,1075,1075,323,139
250251301006,9,21,142,21,38,14,0,0,27,0,288,209,207,84
250251301007,22,0,348,117,0,0,0,0,34,16,888,854,440,198
250251302001,13,11,270,72,44,44,17,0,23,49,764,636,302,137
250251302002,23,37,462,102,27,27,16,0,91,227,1228,1067,539,241
250251302003,28,61,573,189,81,50,86,0,10,159,1584,1357,758,329
250251302004,12,0,243,63,9,75,45,0,8,0,762,625,397,187
250251302005,21,9,417,91,38,0,34,0,0,121,961,889,560,239
250251303001,7,0,293,108,6,36,36,0,0,0,782,704,490,215
250251303002,11,0,448,65,29,78,40,0,35,0,998,816,651,287
250251303003,6,0,259,73,0,24,0,0,0,8,639,615,444,202
250251303004,11,8,460,157,246,32,142,0,8,38,1334,906,587,270
250251303005,7,38,306,106,6,0,2,0,0,10,766,758,382,160
250251304021,80,0,602,87,52,55,66,0,105,88,1196,918,600,295
250251304022,62,0,470,46,140,49,0,0,17,56,852,646,482,226
250251304023,63,8,478,67,0,52,38,0,0,107,942,852,624,303
250251304024,45,22,343,105,45,0,185,0,0,0,881,651,527,257
250251304025,41,7,310,148,310,0,123,0,0,23,1063,630,513,252
250251304041,151,21,888,238,236,448,581,0,10,125,2394,1119,1104,544
250251304042,54,23,318,72,57,44,13,0,19,33,720,587,391,200
250251304043,25,12,152,23,56,24,0,0,22,9,325,223,169,76
250251304061,222,470,1156,678,74,1855,632,0,77,664,2903,265,1115,669
250251304062,210,65,1097,382,235,1021,323,0,88,401,2862,1195,1274,672
250251304063,43,0,227,15,95,2,108,0,0,73,580,375,310,173
250251401021,33,54,476,251,26,991,445,0,55,132,1719,202,739,401
250251401022,40,53,574,199,11,496,283,0,24,304,1469,655,571,301
250251401023,20,38,282,139,12,222,62,0,59,32,934,579,551,284
250251401024,35,59,497,120,19,753,247,0,37,18,1439,383,961,539
250251401051,137,84,942,289,0,631,876,0,49,79,2716,1160,1468,760
250251401052,64,91,441,122,33,450,615,0,112,197,1347,137,802,452
250251401061,179,65,597,130,44,556,365,0,51,201,1355,339,875,525
250251401062,95,101,318,162,0,394,367,0,0,293,830,69,270,148
250251401071,114,65,707,163,0,412,653,16,53,230,1819,685,1176,653
250251401072,58,39,364,142,0,307,284,4,5,82,935,335,462,261
250251402011,42,5,491,88,67,393,257,0,24,119,1079,338,708,395
250251402012,38,65,438,168,74,255,537,0,36,127,1396,494,658,350
250251402021,34,59,351,191,121,407,325,0,0,55,1187,334,511,280
250251402022,57,91,588,165,0,747,714,0,54,434,1719,204,801,439
250251402023,41,63,416,156,67,290,203,0,242,35,1351,549,552,287
250251402024,56,20,576,227,12,516,684,0,37,214,1792,543,813,426
250251402025,28,10,290,85,22,46,30,0,10,0,735,627,369,182
250251403001,89,84,355,156,0,527,410,0,0,356,999,62,516,308
250251403002,117,137,463,163,0,279,740,0,0,355,1357,338,493,286
250251403003,191,199,756,248,0,1358,158,0,14,439,1961,431,809,467
250251403004,60,0,238,74,0,615,126,0,0,0,913,172,422,252
250251403005,132,95,524,240,38,780,368,0,26,428,1473,261,656,392
250251403006,66,72,264,124,0,500,175,0,1,211,816,140,741,438
250251404001,54,17,304,36,0,282,242,28,0,258,574,22,351,209
250251404002,65,78,367,159,0,1003,25,0,26,24,1078,24,514,326
250251404003,61,60,342,60,0,867,238,0,0,236,1147,42,562,339
250251404004,40,35,228,74,0,351,191,0,0,88,542,0,412,259
250251404005,110,115,619,245,0,1839,83,0,43,226,2116,151,773,469
250251404006,142,136,795,249,20,1799,281,0,127,349,2486,259,978,587
250251404007,74,57,415,148,18,169,589,0,20,222,1018,222,753,430
250251601011,122,126,522,407,0,0,2344,0,0,536,2454,110,572,342
250251601012,130,77,555,296,185,97,1185,0,106,281,1872,299,669,376
250251601013,161,140,687,414,0,232,1855,0,0,407,2654,567,921,531
250251601014,103,89,440,198,0,30,1170,0,174,248,1481,107,956,574
250251601015,23,39,100,85,0,0,601,0,0,245,601,0,417,248
250251602001,185,146,372,240,4,11,1377,0,0,197,1438,46,508,290
250251602002,170,71,342,117,38,34,746,0,0,324,931,113,501,298
250251602003,267,58,535,211,0,18,1517,0,27,290,1751,189,666,388
250251603001,331,34,1046,96,42,161,312,0,82,266,1734,1137,957,497
250251603002,87,35,278,100,0,92,426,0,44,103,714,152,397,209
250251604001,275,17,599,105,30,37,758,0,70,192,1365,470,561,282
250251604002,334,65,725,200,22,278,1344,0,0,285,1847,203,1110,590
250251605011,236,85,649,385,56,68,2075,0,112,717,2529,218,995,563
250251605012,114,18,314,55,0,61,574,0,0,64,772,137,613,351
250251605013,56,0,154,74,39,0,489,0,0,32,541,13,370,218
250251605014,164,64,452,64,54,66,608,0,0,390,1020,292,372,207
250251605015,93,43,258,71,0,52,357,0,0,63,615,206,402,237
250251605021,235,46,769,297,63,47,1398,0,24,310,2207,675,872,483
250251605022,163,93,534,242,23,36,1413,0,0,240,1765,293,741,423
250251605023,150,102,491,180,9,157,826,0,48,395,1325,285,713,425
250251606011,229,135,1063,308,240,67,1182,0,59,475,2464,916,1017,575
250251606012,104,33,484,202,26,227,1224,0,156,286,2259,626,882,482
250251606021,111,71,513,251,95,210,858,0,106,211,1619,350,739,430
250251606022,58,38,269,61,80,26,354,0,7,108,803,336,427,241
250251606023,50,53,233,119,37,94,334,0,33,86,759,261,460,243
250251606024,79,113,363,212,149,51,808,0,0,651,1222,214,433,248
250251606025,87,42,404,120,0,176,510,0,81,0,1110,343,537,299
250251701001,88,17,535,199,0,54,319,0,0,294,1536,1163,833,458
250251701002,74,13,450,191,0,220,305,0,0,18,1309,784,493,266
250251701003,46,0,281,75,0,20,252,0,25,30,829,532,441,244
250251701004,37,0,229,129,14,91,297,0,0,45,778,376,364,190
250251701005,85,0,518,156,16,166,637,0,20,23,1260,421,609,336
250251701006,40,0,245,86,80,47,278,0,17,13,804,382,328,176
250251701007,87,0,530,72,19,49,691,0,0,61,1243,484,755,426
250251702001,63,60,434,133,11,0,151,0,70,202,991,759,648,367
250251702002,76,144,520,293,53,135,611,0,33,550,1927,1095,679,349
250251702003,29,0,201,130,0,56,636,0,0,148,959,267,336,190
250251702004,73,32,500,153,26,62,76,0,0,123,1208,1044,642,335
250251703001,77,0,656,145,319,83,461,0,36,194,1620,721,1032,536
250251703002,40,0,344,140,4,119,339,0,27,24,923,434,419,221
250251703003,27,18,230,75,11,56,0,0,0,1,574,507,469,234
250251703004,79,61,676,165,62,14,468,0,0,58,1785,1241,768,394
250251703005,66,89,559,185,78,0,178,0,0,143,1754,1498,844,422
250251703006,74,143,629,266,0,40,565,0,61,472,1809,1143,590,310
250251703007,24,15,207,76,0,0,0,0,0,39,605,605,373,198
250251704001,50,90,364,112,0,71,212,0,151,250,890,456,630,355
250251704002,70,70,507,213,218,92,497,0,0,367,1353,546,667,366
250251704003,50,27,360,101,23,37,359,0,158,115,1025,448,656,370
250251704004,139,37,1002,266,145,528,517,0,80,287,2614,1344,1152,637
250251705011,207,18,1001,214,165,70,782,0,26,349,2334,1291,1148,602
250251705012,148,51,719,107,40,38,349,0,188,301,1403,788,925,501
250251705021,64,0,360,76,0,0,24,0,42,12,911,845,574,304
250251705022,172,39,973,123,113,34,183,0,89,374,1635,1216,852,430
250251706011,58,42,513,121,23,73,661,0,38,69,1597,802,723,381
250251706012,52,17,459,163,81,0,351,14,123,50,1333,764,692,371
250251706013,57,20,496,131,10,79,309,0,28,60,1256,830,732,400
250251706014,41,29,358,137,0,59,794,23,0,211,1362,486,492,249
250251707011,120,22,384,75,6,20,228,0,14,162,729,461,452,250
250251707012,170,20,544,142,160,40,496,0,60,204,1385,629,773,411
250251707021,83,0,281,48,0,151,388,0,0,64,664,125,576,338
250251707022,105,13,354,56,64,70,433,0,0,134,926,359,702,388
250251707023,155,38,524,258,373,107,789,0,0,54,1711,442,758,450
250251707024,153,13,518,189,263,0,883,0,85,165,1474,243,438,264
250251707025,167,95,565,202,0,0,578,0,128,462,1453,747,639,367
250251708001,217,214,815,399,67,0,1720,0,150,419,2944,1007,990,552
250251708002,138,59,518,100,70,0,476,0,39,305,1206,621,774,410
250251708003,89,37,336,114,1,0,73,0,0,44,1069,995,517,271
250251708004,78,31,294,147,15,102,160,0,0,144,778,501,573,311
250251801011,109,14,525,83,0,40,0,0,0,15,1043,1003,637,334
250251801012,166,0,800,106,34,0,132,0,55,313,1443,1222,641,338
250251801013,230,32,1107,208,0,56,190,0,44,542,2302,2012,1319,698
250251802001,61,63,442,150,26,14,161,0,55,116,1345,1089,850,444
250251802002,43,0,312,63,0,0,26,0,0,50,691,665,370,185
250251802003,43,0,311,103,0,0,0,0,44,52,786,742,401,197
250251802004,80,0,575,110,10,18,173,0,9,69,1354,1144,765,389
250251803011,10,0,253,35,0,3,0,0,0,31,568,565,363,177
250251803012,12,24,316,110,0,0,114,0,0,0,824,710,399,208
250251803013,14,18,349,79,5,0,5,0,5,124,898,883,490,232
250251803014,11,0,281,66,0,10,77,0,8,22,724,629,455,218
250251804001,23,13,464,118,13,50,112,0,10,36,1097,912,626,309
250251804002,18,0,350,124,13,0,362,0,0,57,1061,686,570,280
250251805001,60,46,620,219,0,0,102,0,7,196,1658,1549,745,375
250251805002,25,34,263,73,0,8,10,0,0,40,602,584,324,169
250251805003,48,38,496,116,0,10,93,0,20,108,1038,915,721,371
250251805004,52,9,542,66,13,22,81,0,32,69,1101,953,480,240
250259801011,0,0,0,0,1,101,105,0,58,305,405,140,168,92
250259803001,0,0,0,0,24,85,113,7,0,183,380,151,137,74
250259807001,0,0,0,0,0,0,0,0,0,0,0,0,99,52
250259810001,0,0,0,0,0,0,0,0,0,0,0,0,92,46
250259811001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259811002,0,0,0,0,0,0,0,0,0,0,0,0,6,3
250259811003,1,0,5,0,0,0,0,0,0,0,5,5,0,0
250259811004,39,39,119,59,4,214,157,0,7,49,465,83,198,106
250259812011,0,0,0,0,0,0,0,0,0,0,0,0,132,74
250259812021,0,0,0,0,9,27,0,0,7,0,215,172,204,102
250259813001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259813002,24,0,237,24,18,6,100,0,19,62,400,257,403,187
250259815011,0,0,0,0,0,0,0,0,0,0,0,0,97,53
250259815021,0,0,0,0,0,0,0,0,0,0,0,0,93,53
250259816001,0,0,0,0,0,0,0,0,0,0,0,0,94,54
250259817001,0,0,0,0,0,0,0,0,0,0,0,0,87,46
250259818001,4,4,12,4,0,9,0,0,0,0,26,17,95,52
250277001001,8,26,400,91,0,16,14,0,0,36,1081,1051,466,222
250277001002,8,9,408,145,0,0,21,0,31,73,1252,1200,639,286
250277001003,7,0,365,104,10,43,46,0,79,87,1312,1134,472,226
250277001004,3,0,193,76,0,0,0,0,0,0,562,562,460,212
250277001005,13,72,642,281,0,0,0,0,49,7,2046,1997,909,421
250277011001,82,0,645,226,15,17,122,0,52,94,2037,1831,968,497
250277011002,60,97,471,125,59,0,10,0,12,328,1123,1042,567,294
250277011003,31,31,245,80,0,0,28,0,14,14,626,584,423,218
250277011004,139,26,1088,426,65,70,114,0,39,493,3516,3228,1294,664
250277011005,41,0,324,94,0,0,16,0,0,48,730,714,319,161
250277011006,40,10,316,10,0,0,0,0,11,72,650,639,375,190
250277022001,39,15,732,258,0,17,83,0,94,157,2116,1922,975,493
250277022002,25,0,487,107,8,3,0,0,0,58,1160,1149,638,323
250277031001,39,42,358,60,21,0,22,0,8,199,638,587,482,252
250277031002,58,43,528,87,0,17,12,0,19,299,1333,1285,526,278
250277031003,90,85,817,267,0,18,12,0,26,76,2299,2243,980,504
250277032001,22,11,451,160,12,24,9,0,69,59,1140,1026,606,304
250277032002,30,50,619,182,44,0,93,0,41,132,1581,1403,684,344
250277032003,19,59,385,99,0,1,292,0,0,502,1078,785,493,266
250277033001,89,66,817,183,8,0,29,8,19,286,1793,1729,1033,526
250277033002,78,28,709,210,19,0,79,0,63,73,1829,1668,836,430
250277042001,16,23,607,173,18,17,11,0,60,97,1702,1596,879,433
250277042002,13,25,495,110,6,0,35,0,19,63,1269,1209,614,297
250277051001,4,0,207,87,0,0,57,0,37,20,648,554,312,159
250277051002,13,32,673,145,47,0,104,0,0,128,1501,1350,767,394
250277051003,19,77,974,251,26,0,0,23,0,64,2399,2350,1122,567
250277051004,8,22,436,137,92,0,38,0,0,84,1143,1013,583,300
250277051005,19,47,941,275,14,2,0,0,0,60,2436,2420,1076,514
250277061001,18,28,1180,419,16,163,116,0,33,100,3416,3088,1395,713
250277061002,8,14,552,124,0,0,24,0,0,35,1226,1202,794,392
250277071001,59,38,586,105,0,8,45,0,0,216,1361,1308,719,375
250277071002,84,209,831,408,24,7,250,0,56,619,2224,1887,903,469
250277071003,22,40,217,84,0,0,42,0,0,105,607,565,299,154
250277072001,196,43,913,196,7,43,180,0,119,513,2042,1693,900,478
250277073001,108,40,501,113,0,2,171,10,0,197,983,800,513,275
250277073002,165,78,763,207,94,0,41,0,93,206,1688,1460,813,406
250277073003,117,46,544,132,0,18,335,0,8,143,1333,972,479,254
250277074001,34,82,935,263,9,20,58,0,27,39,2286,2172,1264,645
250277074002,17,52,480,130,31,58,86,0,24,139,1211,1012,570,289
250277074003,15,48,412,150,4,0,5,0,19,30,1152,1124,523,273
250277075001,21,142,795,282,28,17,159,0,72,114,1878,1602,841,438
250277075002,14,45,545,62,88,200,213,0,112,160,1954,1341,998,524
250277075003,18,146,700,273,43,54,299,0,129,415,1836,1311,881,449
250277081001,8,37,605,170,0,15,94,0,0,93,1649,1540,767,366
250277081002,4,0,370,53,0,0,17,0,0,18,941,924,389,184
250277081003,10,34,756,286,0,0,25,0,0,0,1978,1953,1044,493
250277081004,10,31,782,364,25,0,107,0,24,50,2413,2257,843,393
250277081005,4,0,331,19,0,0,18,0,0,0,684,666,596,290
250277091001,68,42,645,260,47,1,2,0,23,0,1821,1748,850,415
250277091002,44,0,419,93,46,0,0,0,40,48,1023,937,668,347
250277091003,54,113,518,201,0,16,571,0,0,373,1346,759,489,260
250277092011,93,6,832,180,297,0,95,0,65,62,2022,1565,1072,534
250277092012,63,102,570,245,0,46,145,0,116,61,1239,932,548,268
250277092013,102,177,913,381,14,62,450,0,47,288,2140,1567,1161,585
250277092014,68,0,609,189,12,0,153,0,35,44,1665,1465,756,382
250277092021,90,119,1184,307,178,77,278,0,220,425,2820,2067,1261,663
250277092022,106,133,1384,412,37,213,930,0,73,419,3043,1790,1423,735
250277092023,29,81,388,135,0,44,408,0,59,239,974,463,491,249
250277094001,224,170,906,330,175,165,758,0,17,947,2244,1129,1139,624
250277094002,248,61,1001,297,33,40,954,0,71,401,2537,1439,1037,564
250277095011,18,31,746,257,4,37,228,0,52,91,2227,1906,1149,563
250277095021,30,22,471,145,171,58,49,0,68,42,1057,711,638,326
250277095022,62,26,978,398,101,163,318,0,199,11,2747,1966,1233,638
250277095023,58,37,914,200,105,604,116,0,37,148,2026,1164,1008,521
250277096001,28,9,240,39,0,76,117,0,41,29,482,248,331,171
250277096002,38,89,322,135,0,13,266,0,0,249,988,709,339,174
250277096003,55,85,461,195,0,147,495,0,53,248,1320,625,474,269
250277097011,76,162,658,234,0,58,686,0,0,703,1461,717,668,359
250277097012,55,0,479,94,40,274,163,0,43,21,1146,626,483,260
250277097013,31,0,276,45,0,3,41,0,0,14,605,561,433,219
250277097014,54,0,471,39,0,0,74,0,0,90,804,730,545,288
250277097015,59,61,516,120,5,38,119,0,0,177,1175,1013,664,319
250277097021,73,35,547,161,0,48,184,0,0,225,1524,1292,528,274
250277097022,65,46,493,134,0,0,248,30,23,130,1143,842,526,258
250277101001,46,86,464,154,337,77,429,0,18,245,1388,527,579,313
250277101002,18,14,180,35,12,37,139,0,0,46,349,161,291,158
250277101003,32,40,327,138,0,6,394,0,4,165,877,473,282,150
250277101004,31,71,309,97,7,71,227,45,25,145,664,289,405,227
250277102001,24,63,244,98,0,0,281,0,0,256,599,318,511,267
250277102002,36,10,368,89,56,0,40,0,18,10,906,792,291,147
250277102003,33,50,331,64,0,0,75,0,0,29,835,760,379,186
250277102004,54,11,542,188,0,0,408,0,42,106,1308,858,564,286
250277102005,76,22,762,173,40,0,87,0,0,17,1866,1739,931,458
250277102006,46,29,460,137,112,115,31,0,0,12,1016,758,625,322
250277103001,6,42,466,212,0,57,170,0,42,43,1435,1166,746,375
250277103002,8,74,639,180,14,30,318,0,35,195,1642,1245,924,497
250277104001,11,90,414,172,39,2,394,0,36,233,1162,691,525,278
250277104002,12,53,442,149,3,29,102,1,11,73,1176,1030,589,289
250277105001,61,23,407,102,31,81,444,25,68,88,1106,457,406,229
250277105002,81,122,541,178,0,63,635,0,14,484,1279,567,546,301
250277105003,58,75,390,167,0,102,197,0,38,215,1082,745,435,237
250277106001,40,18,366,33,0,18,158,0,0,151,689,513,402,217
250277106002,67,91,608,267,184,0,1176,5,0,184,2188,823,603,329
250277106003,35,107,319,189,46,61,366,38,52,231,1062,499,606,322
250277106004,79,15,723,224,0,0,927,0,54,88,1973,992,729,394
250277106005,52,79,474,158,0,140,442,0,0,202,1296,714,625,342
250277107001,194,25,371,53,96,6,441,0,20,353,860,297,311,188
