block_group,hhld_nocar,hhld_single_mother,hhld_total,hhld_total_w_chld,pop_asiapacific,pop_black,pop_hispanic,pop_indig,pop_otherrace,pop_poverty,pop_total,pop_white,workers_all,workers_essential
250173163006,12,18,192,67,0,0,63,0,45,0,591,483,404,175
250173164001,4,0,277,81,38,0,111,0,0,0,780,631,493,229
250173164002,6,33,352,96,16,0,25,0,0,62,878,837,552,250
250173164003,7,9,406,182,185,16,26,0,0,25,1205,978,442,194
250173164004,10,17,566,214,50,11,168,0,23,69,1694,1442,894,401
250173164005,8,51,463,203,67,26,38,0,30,21,1488,1327,662,320
250173164006,0,0,0,0,22,194,185,0,99,0,1069,569,418,199
250173165001,20,0,556,96,0,0,29,0,0,0,1432,1403,863,386
250173165002,18,0,513,66,166,0,6,0,0,138,1040,868,644,299
250173165003,11,35,321,136,50,0,39,0,38,15,751,624,593,276
250173165004,16,51,455,210,0,233,272,0,0,92,1544,1039,815,371
250173165005,13,0,358,123,21,88,13,0,22,0,863,719,478,214
250173171011,31,0,630,239,125,0,82,0,15,0,1633,1411,703,327
250173171012,33,0,672,109,177,0,236,0,0,74,1386,973,761,346
250173171013,19,0,400,140,0,0,68,0,0,0,1005,937,683,320
250173171014,58,43,1195,216,272,0,32,83,15,92,2613,2211,1296,578
250173171021,14,23,656,261,167,90,82,0,32,51,1887,1516,957,429
250173171022,7,30,323,163,372,0,25,0,0,123,960,563,563,248
250173171023,13,24,625,128,140,2,76,0,19,60,1793,1556,1047,505
250173171031,14,27,742,292,133,55,62,0,19,86,2103,1834,1039,454
250173171032,11,6,616,209,131,1,9,0,10,18,1648,1497,1057,448
250173171033,6,35,361,139,87,0,0,0,0,63,1063,976,497,216
250173172011,0,26,486,217,97,0,50,0,11,26,1515,1357,808,365
250173172012,0,8,481,192,21,0,58,0,9,20,1386,1298,768,346
250173172021,11,18,531,184,38,0,0,0,13,46,1460,1409,833,381
250173172022,15,50,709,259,115,9,40,0,36,57,1972,1772,1148,497
250173172031,29,0,303,128,165,0,0,0,0,39,1172,1007,443,201
250173172032,90,44,941,320,147,0,28,0,53,98,2345,2117,1415,640
250173172033,30,0,314,50,188,18,0,0,13,32,751,532,503,231
250173173011,104,66,898,225,281,8,89,0,15,52,1994,1601,1147,518
250173173012,28,11,244,86,140,5,128,0,0,25,615,342,420,199
250173173021,35,74,749,256,103,22,72,0,61,214,1860,1602,851,425
250173173022,59,69,1246,338,233,0,118,0,36,155,2892,2505,1517,710
250173173023,24,50,504,131,53,81,16,0,52,0,1033,831,857,401
250173181001,0,15,897,311,350,0,68,0,41,114,2562,2103,1335,576
250173181002,0,40,440,198,0,0,0,0,16,68,1380,1364,826,360
250173181003,0,0,305,148,127,0,18,0,0,0,762,617,408,178
250173181004,0,28,660,332,775,15,0,0,49,0,2047,1208,1220,512
250173182001,11,51,1216,661,1004,156,100,0,84,67,3572,2228,1678,720
250173182002,5,35,564,159,83,0,20,0,2,61,1283,1178,812,354
250173183001,3,0,289,148,0,0,76,0,0,0,943,867,445,181
250173183002,11,60,955,425,627,0,46,0,48,56,2639,1918,1346,550
250173183003,6,0,549,234,556,0,0,0,0,38,1882,1326,825,338
250173183004,11,52,908,387,111,0,70,0,40,79,2681,2460,1434,623
250173184001,48,0,898,402,562,0,61,0,67,15,2751,2061,1447,603
250173184002,36,20,669,257,365,8,0,0,24,114,1692,1295,759,328
250173201021,6,27,406,226,158,0,48,0,76,43,1249,967,554,254
250173201022,9,27,550,284,321,24,106,0,45,9,1578,1082,609,268
250173201023,16,10,960,359,137,15,52,0,23,84,2697,2470,1528,678
250173201031,21,45,1076,451,484,128,60,0,29,66,3075,2374,1512,670
250173201041,25,25,1067,491,273,0,0,35,25,16,3373,3040,1428,617
250173201042,32,51,1323,450,297,122,54,0,60,160,3484,2951,1540,657
250173201043,14,31,609,200,1,9,132,0,50,15,1722,1530,656,306
250173211001,153,170,1531,390,175,0,181,0,240,122,3205,2609,1794,820
250173211002,113,117,1132,397,165,106,268,0,318,169,2911,2054,1134,512
250173211003,25,18,257,94,39,0,0,0,0,11,724,685,375,171
250173212001,32,0,1226,293,173,144,290,0,321,203,2830,1902,1496,695
250173212002,16,27,621,168,36,0,527,0,16,34,1529,950,970,462
250173212003,19,33,748,263,72,12,235,0,39,17,2228,1870,944,443
250173213001,46,96,635,165,0,56,278,0,186,61,1414,894,601,292
250173213002,31,69,424,95,0,34,745,0,129,60,1222,314,438,203
250173213003,26,33,356,74,0,0,61,0,17,90,846,768,738,365
250173213004,50,24,685,250,143,78,154,0,0,15,1779,1404,954,461
250173213005,17,0,240,86,106,0,153,0,25,0,659,375,301,142
250173213006,57,48,772,271,25,39,392,0,194,152,1937,1287,846,401
250173214001,34,30,838,147,75,21,107,0,66,156,2142,1873,1410,620
250173214002,20,39,508,232,286,12,154,0,0,0,1322,870,523,234
250173215001,32,107,1038,342,55,319,104,0,84,314,2774,2212,1821,863
250173215002,23,143,747,265,141,0,561,0,92,260,1853,1059,1001,473
250173215003,24,68,796,289,101,5,683,0,0,154,2115,1326,747,338
250173216001,87,151,1469,484,314,78,536,0,66,448,4053,3059,1666,773
250173216002,35,31,602,150,176,0,18,0,0,31,1501,1307,679,303
250173216003,26,0,439,86,0,31,46,0,44,58,1073,952,663,298
250173216004,38,27,654,212,262,256,75,0,14,120,1659,1052,917,419
250173221001,6,11,505,132,0,0,28,0,55,63,1294,1211,670,280
250173221002,4,11,338,117,91,0,39,0,19,9,1089,940,606,253
250173221003,5,34,431,83,82,0,29,0,21,40,1055,923,556,238
250173221004,6,9,463,155,61,0,28,0,15,20,1240,1136,819,356
250173222001,29,15,690,148,39,0,57,0,9,125,1605,1500,781,365
250173222002,41,36,965,299,10,63,107,0,35,58,2402,2187,1424,626
250173223001,21,42,677,247,0,100,326,0,0,203,1853,1427,955,426
250173223002,41,61,1317,397,140,0,232,0,47,282,3446,3027,1583,691
250173223003,17,0,571,145,0,54,40,0,0,26,1221,1127,780,351
250173224001,25,10,548,137,44,0,26,0,0,57,1378,1308,985,426
250173224002,33,80,729,240,21,28,364,0,170,254,2046,1463,721,317
250173224003,20,0,452,138,0,5,0,0,0,14,1239,1234,765,339
250173231001,20,27,823,267,213,0,18,0,51,176,2199,1917,1052,445
250173231002,6,0,246,97,17,0,0,0,41,0,677,619,449,194
250173231003,14,26,585,289,13,1,85,0,74,26,1571,1398,601,252
250173231004,22,29,921,344,36,0,98,0,53,66,2651,2464,1297,526
250173241011,29,28,670,274,143,4,39,0,76,15,2065,1803,1142,459
250173241012,27,22,615,170,100,2,12,0,73,126,1545,1358,654,281
250173241013,30,43,681,301,66,0,21,0,75,150,1857,1695,859,368
250173241021,11,42,332,132,35,12,0,0,19,8,994,928,564,235
250173241022,32,9,963,327,134,4,33,0,119,121,2779,2489,1445,605
250173241023,10,21,298,101,127,16,7,0,33,50,695,512,440,195
250173251001,46,79,932,272,126,149,60,0,51,127,2401,2015,826,384
250173251002,27,44,544,131,31,0,73,0,0,158,1302,1198,849,389
250173251003,19,0,398,62,133,27,0,0,39,90,664,465,559,266
250173251004,21,0,425,52,0,72,87,0,0,91,783,624,456,206
250173251005,14,45,294,99,37,0,19,0,0,179,693,637,541,273
250173251006,30,53,605,140,37,21,202,0,0,239,1417,1157,741,343
250173251007,14,0,296,99,0,0,20,0,48,0,795,727,352,171
250173261011,24,0,443,190,13,0,1,8,39,31,1234,1173,526,246
250173261012,60,114,1122,394,174,8,20,0,214,178,3349,2933,1697,731
250173261021,31,0,894,273,151,0,34,0,79,124,2441,2177,1322,610
250173261022,37,38,1059,375,103,0,134,0,15,134,2924,2672,1483,633
250173261023,18,0,530,133,88,0,0,0,0,32,1353,1265,822,371
250173271011,15,39,669,331,83,0,41,0,0,18,2181,2057,1137,516
250173271012,13,9,618,195,10,29,34,0,141,10,1871,1657,1124,517
250173271021,7,36,390,86,10,49,40,0,0,102,780,681,628,298
250173271022,11,0,585,150,55,0,62,0,20,29,1555,1418,857,397
250173271023,12,94,633,278,15,44,134,0,89,174,1900,1618,992,443
250173271031,43,8,582,188,92,0,14,0,0,49,1723,1617,893,405
250173271032,26,30,357,43,0,0,20,0,48,108,673,605,442,199
250173271033,38,0,504,145,24,0,24,0,76,21,1400,1276,695,312
250173281001,12,33,730,312,95,0,31,0,30,54,2266,2110,1237,549
250173281002,6,6,410,113,56,0,14,0,23,29,1079,986,719,329
250173301001,1,15,321,194,0,0,0,0,0,0,1142,1142,611,288
250173301002,3,47,704,205,46,35,0,25,0,23,2035,1929,1225,561
250173301003,2,57,563,255,122,0,119,0,19,37,1797,1537,817,376
250173301004,2,15,526,226,71,0,28,0,13,215,1706,1594,876,400
250173301005,3,7,756,171,136,0,7,13,54,69,2225,2015,1086,493
250173302001,11,27,842,225,67,79,27,0,146,54,2047,1728,1522,699
250173302002,10,16,765,322,79,51,15,0,174,54,2243,1924,1002,464
250173302003,5,0,391,100,110,31,29,0,16,0,1065,879,604,278
250173302004,7,0,544,125,67,12,0,0,0,0,1382,1303,663,299
250173311011,24,25,530,214,16,99,0,0,17,49,1569,1437,818,377
250173311012,30,19,654,199,252,5,0,0,6,20,1893,1630,1165,554
250173311021,11,36,514,153,74,0,159,0,0,32,1454,1221,725,345
250173311022,13,8,618,154,49,215,3,0,22,23,1853,1564,1142,533
250173311023,20,106,930,399,66,219,13,0,29,25,2713,2386,1370,637
250173311024,9,13,457,92,31,0,6,0,31,0,1343,1275,916,425
250173312001,22,33,826,323,191,48,27,0,62,63,2645,2317,1394,644
250173312002,27,51,1033,365,177,14,8,0,15,132,2948,2734,1776,825
250173313001,47,68,777,230,60,124,104,0,0,77,2203,1915,1515,695
250173313002,56,28,934,379,95,67,49,0,31,93,2888,2646,1579,680
250173313003,45,24,755,280,147,0,15,0,104,66,2149,1883,1263,568
250173321001,2,28,396,244,35,0,0,0,0,0,1443,1408,794,351
250173321002,5,38,784,144,194,15,19,0,0,0,2387,2159,1367,612
250173321003,3,18,442,183,75,0,12,0,65,0,1210,1058,753,339
250173321004,3,26,503,158,396,1,0,0,94,51,1543,1052,743,345
250173322001,48,106,1408,523,1209,429,295,0,107,310,3682,1642,1763,792
250173322002,32,30,955,314,364,0,36,0,109,133,2334,1825,1384,615
250173322003,14,11,425,197,19,0,0,0,21,22,1189,1149,366,156
250173322004,25,12,758,258,371,91,0,0,59,19,2094,1573,1182,528
250173323001,29,0,399,159,218,1,39,33,87,19,1093,715,733,326
250173323002,22,0,297,130,179,0,52,0,0,0,1001,770,589,269
250173323003,36,81,492,194,37,0,0,0,0,0,1349,1312,601,274
250173323004,75,50,1023,316,667,705,19,0,84,123,2766,1291,1355,637
250173323005,34,0,461,115,70,0,0,0,40,57,1153,1043,778,353
250173324001,80,13,802,256,397,76,119,0,19,174,2315,1704,1218,541
250173324002,80,11,797,110,215,17,14,0,33,141,1500,1221,944,414
250173331001,44,21,1200,299,303,414,32,0,113,78,2962,2100,1382,653
250173331002,14,0,397,55,28,0,21,0,50,43,951,852,539,250
250173331003,14,56,388,116,0,25,31,0,0,51,986,930,677,337
250173331004,12,0,346,64,0,0,0,0,0,16,975,975,506,242
250173331005,29,78,779,223,366,54,0,0,0,106,2221,1801,1146,518
250173332001,84,0,658,135,48,0,233,0,13,0,1626,1332,839,386
250173332002,44,21,351,98,17,0,14,0,0,8,762,731,567,271
250173332003,61,0,481,100,16,228,75,0,54,81,1099,726,694,334
250173332004,79,78,618,198,0,110,14,0,0,173,1674,1550,1016,493
250173333001,58,13,430,91,0,64,43,0,21,67,892,764,720,360
250173333002,86,15,640,151,236,229,274,0,12,67,1566,815,824,416
250173333003,68,21,507,118,76,11,29,0,30,75,1116,970,913,444
250173334001,18,92,704,141,44,197,91,0,0,251,1385,1053,1053,518
250173334002,14,0,564,149,86,48,71,0,26,18,1442,1211,734,356
250173334003,8,18,339,95,0,0,0,0,0,13,889,889,492,235
250173334004,10,38,398,136,164,0,26,0,57,212,1104,857,880,438
250173334005,10,0,408,129,77,12,42,0,0,81,1218,1087,583,292
250173335011,6,22,320,61,0,62,14,0,58,39,818,684,433,209
250173335012,19,27,933,230,184,0,75,0,19,63,2478,2200,1300,606
250173335013,16,51,771,320,99,55,87,0,123,164,2389,2025,1303,617
250173335021,82,36,640,175,25,0,84,0,0,38,1384,1275,947,462
250173335022,86,19,674,148,67,241,108,0,120,44,1852,1316,955,457
250173336001,82,88,1134,576,897,760,246,0,387,255,3455,1165,1265,598
250173336002,20,21,285,74,17,0,13,0,15,0,819,774,582,272
250173336003,43,38,593,104,147,75,56,0,59,0,1143,806,376,180
250173336004,26,31,358,106,50,29,60,0,134,107,954,681,645,309
250173336005,18,55,255,147,137,0,0,0,18,36,788,633,677,319
250173336006,41,18,570,154,112,0,218,0,35,242,1350,985,891,430
250173341001,26,24,768,240,47,0,250,0,0,124,2108,1811,871,383
250173341002,25,0,742,344,47,0,16,0,0,94,2286,2223,1139,503
250173341003,26,14,772,332,160,27,214,0,20,104,2128,1707,1574,725
250173342001,12,13,307,117,77,0,13,0,0,0,894,804,540,237
250173342002,13,0,336,102,2,8,10,0,15,10,951,916,540,265
250173342003,20,49,515,114,49,0,0,0,0,57,905,856,612,279
250173342004,16,25,421,151,19,0,0,9,32,20,1086,1026,647,298
250173343001,31,0,667,260,181,1,22,0,47,29,2065,1814,978,435
250173343002,17,0,362,230,57,0,0,0,0,38,1082,1025,598,271
250173343003,29,0,627,195,16,8,22,0,0,50,1871,1825,1077,468
250173343004,39,0,825,318,89,0,39,0,48,31,2724,2548,1493,657
250173344001,53,13,461,189,0,6,42,0,14,40,1362,1300,707,320
250173344002,101,32,879,223,70,0,57,0,67,47,2162,1968,980,473
250173344003,74,39,645,157,141,52,0,0,13,43,1651,1445,862,391
250173344004,23,34,204,146,87,0,11,0,22,45,654,534,332,154
250173344005,67,84,583,160,128,0,0,0,0,76,1171,1043,796,382
250173351001,27,17,607,167,0,47,0,0,18,34,1566,1501,642,292
250173351002,16,18,362,85,0,0,0,0,0,18,857,857,572,263
250173351003,8,0,195,37,58,22,0,0,0,0,298,218,314,149
250173351004,28,0,625,51,0,7,6,0,17,150,1157,1127,729,352
250173351005,20,32,442,100,0,19,19,0,38,16,1056,980,520,249
250173351006,13,0,293,97,18,0,0,0,34,15,775,723,465,223
250173352001,7,0,263,102,51,0,65,0,0,9,773,657,477,230
250173352002,10,17,394,75,0,0,62,0,14,0,846,770,477,222
250173352003,7,0,254,106,0,0,5,0,10,78,770,755,496,224
250173352004,20,32,732,145,44,124,32,0,0,17,1545,1345,952,442
250173352005,22,45,803,345,22,0,206,0,25,36,2317,2064,999,474
250173353011,51,35,813,206,12,0,15,0,0,175,1877,1850,1143,546
250173353012,39,22,612,149,109,21,113,0,24,38,1590,1323,667,307
250173353013,24,24,376,83,22,0,335,0,11,69,928,560,438,216
250173353021,8,30,371,129,10,16,39,0,8,78,794,721,471,226
250173353022,26,52,1220,356,99,6,166,0,120,104,3199,2808,1906,898
250173353023,9,16,448,142,28,0,33,0,16,0,1198,1121,517,240
250173354001,5,13,204,124,0,3,21,0,0,0,828,804,512,233
250173354002,20,59,777,304,82,0,68,0,0,57,2276,2126,1146,540
250173354003,17,18,678,152,26,32,68,0,27,126,1614,1461,801,362
250173354004,7,0,274,52,17,56,11,0,19,58,696,593,550,256
250173361001,54,0,424,155,103,22,28,0,28,0,1064,883,547,251
250173361002,81,29,638,86,172,64,57,0,0,112,1115,822,730,339
250173361003,48,26,377,246,0,0,47,0,0,0,1319,1272,502,245
250173361004,31,0,249,66,0,0,52,0,0,0,686,634,461,211
250173361005,26,0,204,83,0,0,0,0,0,29,598,598,412,182
250173361006,56,14,442,92,0,22,17,0,0,22,857,818,461,213
250173362001,1,38,315,95,16,0,0,0,0,76,686,670,450,207
250173362002,1,22,389,153,0,0,0,0,0,0,1299,1299,568,265
250173362003,1,0,410,210,0,0,0,0,20,0,1355,1335,556,245
250173362004,1,0,300,107,0,3,86,0,0,52,755,666,518,234
250173362005,1,0,226,63,110,0,27,0,0,112,537,400,332,147
250173362006,0,0,152,88,0,0,0,0,0,0,513,513,486,210
250173362007,1,17,302,99,21,0,0,0,19,107,869,829,631,298
250173363001,12,20,271,124,103,26,0,0,0,0,787,658,406,185
250173363002,8,26,186,47,22,0,0,0,0,0,449,427,365,169
250173363003,16,18,343,136,0,0,112,0,0,12,949,837,544,263
250173363004,11,0,251,132,0,0,0,0,0,0,713,713,408,193
250173363005,20,0,423,144,0,26,0,0,61,17,1261,1174,797,351
250173363006,21,0,459,95,25,0,17,0,39,13,975,894,758,352
250173363007,22,48,464,145,297,36,0,0,65,29,1329,931,591,271
250173364011,36,0,400,59,102,54,0,0,103,97,759,500,673,331
250173364012,80,9,881,177,178,115,368,0,73,106,2097,1363,1419,674
250173364013,90,65,993,244,298,185,85,0,34,127,2036,1434,1015,496
250173364021,52,0,540,165,10,37,78,0,0,11,1369,1244,461,226
250173364022,50,13,515,178,89,38,50,0,20,30,1224,1027,690,324
250173364023,61,10,629,115,22,94,29,0,10,128,1387,1232,757,354
250173364024,46,0,473,92,102,18,0,0,27,63,1128,981,613,288
250173371011,64,7,520,176,57,0,31,0,21,41,1519,1410,780,365
250173371012,85,38,692,179,73,131,29,0,30,268,1403,1140,998,475
250173371021,14,30,276,49,33,7,33,0,0,119,605,532,321,138
250173371022,38,107,756,324,96,72,1,0,4,144,2173,2000,1198,553
250173371023,52,68,1037,340,76,13,9,0,65,102,2608,2445,1398,663
250173372011,58,22,806,173,28,102,57,0,20,69,1598,1391,1102,531
250173372012,19,11,274,43,9,0,0,0,8,5,658,641,398,192
250173372013,26,0,362,91,48,0,86,0,99,20,884,651,390,174
250173372021,25,17,540,146,32,0,20,0,0,16,1313,1261,705,331
250173372022,30,0,640,144,44,0,51,0,0,18,1735,1640,976,452
250173372023,24,22,502,53,0,0,204,0,0,120,1012,808,618,306
250173372024,16,0,337,93,0,0,24,0,0,0,809,785,582,279
250173373001,31,0,492,135,78,157,89,0,0,19,1144,820,515,255
250173373002,19,0,306,82,40,0,0,0,0,28,929,889,448,214
250173373003,30,39,467,166,0,0,22,0,20,0,1119,1077,732,346
250173373004,65,20,1022,168,113,98,150,0,22,174,2155,1772,1179,571
250173373005,13,0,212,36,0,0,21,0,18,34,480,441,366,182
250173381001,12,7,500,240,72,0,74,0,111,0,1554,1297,855,375
250173381002,15,1,580,238,360,0,66,0,39,33,1744,1279,848,397
250173382001,48,69,1155,460,774,14,97,0,101,147,3121,2135,1630,721
250173382002,15,36,383,159,86,0,35,0,9,61,1051,921,548,247
250173383001,23,0,251,106,8,0,0,0,0,0,764,756,328,139
250173383002,48,0,512,179,83,6,12,0,14,16,1242,1127,626,275
250173383003,39,0,414,168,69,0,8,0,7,34,1275,1191,572,242
250173384001,2,0,589,225,154,0,0,0,0,11,1716,1562,841,357
250173384002,1,26,480,191,99,0,7,0,59,0,1500,1335,620,264
250173384003,1,12,445,256,204,0,43,0,70,26,1351,1034,728,313
250173384004,2,39,573,220,438,0,61,0,8,0,1549,1042,761,332
250173385001,17,17,484,244,169,17,0,0,23,39,1413,1204,723,319
250173385002,18,10,494,220,80,25,28,0,84,80,1521,1304,684,297
250173385003,18,0,495,213,82,0,31,0,85,33,1505,1307,648,274
250173385004,19,24,524,200,211,0,22,0,108,71,1371,1030,686,306
250173391001,46,0,215,117,21,0,0,0,54,0,657,582,322,155
250173391002,104,0,486,145,54,85,40,0,142,47,1237,916,783,359
250173391003,156,44,724,89,111,88,202,0,39,65,1341,901,644,289
250173391004,218,0,1012,119,101,42,0,0,64,147,1758,1551,975,475
250173391005,102,0,475,134,25,15,107,0,38,60,1469,1284,728,332
250173392001,8,27,332,116,99,0,76,0,116,0,1113,822,412,186
250173392002,7,0,302,124,24,0,0,0,0,11,978,954,457,192
250173392003,9,0,396,54,20,14,104,0,0,103,943,805,550,238
250173392004,11,21,467,85,14,7,97,0,25,21,1224,1081,769,334
250173392005,7,0,294,44,10,14,0,0,22,15,714,668,474,205
250173392006,8,0,349,122,0,86,0,0,0,18,1081,995,509,210
250173393001,71,39,392,115,59,180,94,0,66,169,860,461,414,191
250173393002,48,0,267,55,66,235,18,0,20,39,720,381,556,268
250173393003,85,8,469,90,85,314,26,0,57,99,1074,592,755,371
250173394001,64,19,466,69,55,31,71,0,7,140,899,735,566,258
250173394002,32,11,236,38,93,20,40,0,0,135,715,562,355,158
250173394003,55,6,402,100,88,10,145,0,62,87,985,680,452,204
250173394004,54,16,392,33,69,0,24,0,8,251,858,757,537,237
250173395001,35,15,437,86,342,114,230,0,94,80,2818,2038,1229,530
250173395002,42,24,531,136,70,9,76,0,18,190,1171,998,630,289
250173395003,23,43,295,71,27,72,0,0,9,13,731,623,315,146
250173395004,22,0,276,93,46,246,37,0,14,23,854,511,346,142
250173396001,47,0,350,59,53,53,35,0,75,275,930,714,535,242
250173396002,43,0,325,46,150,0,0,0,26,93,698,522,512,220
250173396003,57,0,427,68,254,257,0,0,0,16,1167,656,477,224
250173396004,55,14,411,42,118,0,107,0,0,269,1156,931,502,228
250173396005,43,0,322,76,202,220,0,0,21,152,952,509,575,262
250173396006,49,0,363,12,63,0,0,0,14,51,672,595,537,250
250173397001,39,33,391,95,99,13,0,0,63,154,912,737,351,183
250173397002,46,82,460,182,118,619,50,0,34,35,1438,617,1002,511
250173397003,39,21,390,87,151,120,7,0,93,24,984,613,469,217
250173397004,30,0,297,19,8,0,163,0,10,114,601,420,528,255
250173398011,165,61,1472,264,985,48,285,0,226,565,2947,1403,1173,546
250173398012,29,25,258,52,89,108,4,27,0,75,532,304,377,185
250173398013,54,15,481,67,175,22,51,0,0,18,966,718,496,225
250173398014,21,0,194,0,19,0,0,0,16,8,346,311,552,263
250173398021,90,24,691,141,370,33,114,0,9,48,1544,1018,744,360
250173398022,155,172,1196,385,166,641,115,0,46,564,2852,1884,1377,694
250173398023,33,0,255,17,30,67,8,0,20,41,604,479,406,206
250173399001,37,29,727,95,18,279,0,0,92,37,1689,1300,999,492
250173399002,17,14,330,157,232,309,36,0,20,121,986,389,565,294
250173399003,22,0,445,162,36,56,48,0,0,87,1250,1110,553,278
250173399004,13,0,266,107,52,172,96,0,0,32,769,449,478,240
250173399005,10,0,212,14,0,2,1,0,2,54,446,441,559,286
250173400001,41,16,379,106,95,51,60,0,0,189,912,706,628,332
250173400002,42,53,390,142,276,92,0,0,0,10,975,607,481,235
250173400003,32,0,296,61,147,22,17,0,106,0,638,346,391,187
250173401001,11,18,261,46,0,31,54,0,0,20,544,459,431,201
250173401002,16,56,381,78,24,0,0,0,22,45,901,855,656,319
250173401003,16,0,378,106,57,169,43,0,166,26,1456,1021,937,437
250173401004,33,88,764,158,239,222,315,0,0,273,1997,1221,934,441
250173401005,16,41,381,99,23,158,55,0,26,0,853,591,566,278
250173401006,13,0,308,108,389,1,0,0,0,5,854,464,485,231
250173411011,56,25,513,119,709,108,96,0,37,235,1528,578,990,501
250173411012,21,28,200,63,206,117,0,0,11,20,530,196,397,211
250173411013,64,49,588,127,192,457,24,0,76,28,1693,944,813,403
250173411021,222,10,670,57,607,95,189,0,0,391,1324,433,764,403
250173411022,87,0,265,78,177,90,80,0,0,0,751,404,479,249
250173411023,167,0,504,35,292,71,29,0,22,133,825,411,669,335
250173411024,123,0,371,52,392,61,28,0,0,188,729,248,321,152
250173411025,91,0,275,51,0,0,0,0,0,25,589,589,476,232
250173412001,46,12,362,33,389,0,31,0,206,149,921,295,610,316
250173412002,46,19,362,127,198,282,92,0,72,30,1197,553,574,307
250173412003,46,30,362,130,87,81,51,0,106,140,1061,736,561,308
250173412004,48,13,377,130,406,174,0,0,47,51,1215,588,499,275
250173412005,81,13,635,190,354,156,19,0,40,189,1396,827,866,484
250173412006,40,0,314,160,318,284,42,0,0,149,1050,406,572,319
250173413001,487,14,1115,234,975,607,258,15,40,253,2662,767,1150,596
250173413002,185,0,425,32,307,54,0,0,45,246,587,181,484,262
250173413003,389,117,891,236,850,133,14,0,9,439,1917,911,1196,663
250173414001,51,0,345,75,282,0,98,0,131,160,836,325,621,329
250173414002,55,0,375,188,331,226,75,0,159,36,1371,580,549,302
250173414003,86,59,579,239,541,117,241,0,54,37,1636,683,1029,548
250173414004,81,46,545,181,344,207,4,0,18,244,1604,1031,870,476
250173414005,54,56,364,92,110,55,195,0,0,84,825,465,438,243
250173415001,88,64,391,123,242,438,78,0,119,109,1205,328,572,332
250173415002,53,9,235,73,116,173,39,0,34,0,682,320,443,247
250173415003,90,45,402,170,139,406,485,0,152,102,1524,342,659,367
250173415004,57,44,252,164,173,400,123,0,54,141,968,218,464,275
250173415005,75,63,333,160,643,178,130,0,0,479,1403,452,767,446
250173416001,54,0,236,43,242,0,0,0,0,124,441,199,404,214
250173416002,99,0,432,102,0,128,60,0,0,107,1005,817,594,317
250173416003,137,92,601,190,274,544,141,0,34,444,1491,498,666,341
250173416004,49,0,214,93,213,81,0,0,0,100,698,404,690,376
250173416005,82,0,359,0,263,114,96,0,15,263,846,358,486,264
250173416006,152,132,667,287,531,144,276,0,0,316,1786,835,944,493
250173417001,30,0,189,34,88,0,0,0,0,0,438,350,465,250
250173417002,59,0,369,65,1,224,64,0,56,28,915,570,724,375
250173417003,67,0,416,142,189,111,197,0,120,249,1192,575,661,352
250173417004,93,22,579,179,101,0,408,0,49,90,1722,1164,693,366
250173417005,69,45,433,130,50,595,28,0,56,430,1212,483,355,196
250173418001,91,0,425,252,44,241,680,0,6,469,1721,750,558,297
250173418002,134,212,625,275,60,511,90,0,78,481,1514,775,782,449
250173418003,80,17,377,82,215,98,19,0,73,244,982,577,361,195
250173418004,51,14,241,74,210,32,63,0,0,32,571,266,441,256
250173418005,102,71,478,155,509,369,146,0,47,705,1389,318,793,442
250173418006,68,18,318,64,96,53,352,0,0,260,671,170,576,316
250173419011,4,16,252,96,0,161,0,0,33,17,716,522,429,227
250173419012,3,10,221,94,104,28,52,0,5,11,672,483,409,219
250173419021,62,61,567,250,284,126,57,0,43,191,1616,1106,904,471
250173419022,32,60,294,93,73,194,70,0,0,153,878,541,530,282
250173419023,65,19,593,221,190,116,32,0,112,384,1581,1131,594,309
250173419024,29,55,263,128,101,229,16,0,229,12,826,251,482,265
250173419025,87,23,791,221,406,324,104,0,84,620,1896,978,836,437
250173419026,111,71,1006,338,670,428,312,0,51,180,2286,825,1252,658
250173421011,120,196,612,309,354,240,783,0,29,224,1844,438,799,465
250173421012,55,140,284,183,3,137,136,0,104,342,848,468,626,336
250173421013,53,9,269,70,120,66,188,0,0,54,801,427,499,263
250173421014,78,80,398,165,113,157,338,0,8,121,1315,699,529,280
250173421021,101,23,385,127,135,249,293,0,9,62,1039,353,429,238
250173421022,59,17,226,45,0,45,244,0,0,36,698,409,497,276
250173421023,130,0,491,99,41,210,154,0,0,183,1055,650,508,267
250173421024,114,83,431,167,0,172,201,0,73,485,1045,599,662,368
250173422011,192,88,1031,349,98,393,603,0,241,103,2908,1573,1543,898
250173422012,162,93,874,302,92,387,656,0,41,170,2117,941,1395,815
250173422021,126,56,877,290,110,611,432,0,70,235,2415,1192,1452,814
250173422022,74,178,516,305,72,256,395,0,53,181,1784,1008,686,389
250173423001,34,16,361,128,147,129,32,0,12,168,1002,682,739,398
250173423002,66,107,704,432,132,546,1021,0,100,164,2735,936,861,486
250173423003,74,185,783,277,38,143,464,0,191,432,2223,1387,1183,647
250173423004,56,37,593,204,483,197,120,0,138,350,1873,935,1000,533
250173424001,166,34,718,238,34,284,550,0,11,321,1632,753,955,519
250173424002,90,70,391,174,119,105,326,0,0,35,1041,491,594,330
250173424003,60,14,260,143,166,0,458,0,12,346,735,99,500,258
250173424004,215,71,930,197,13,303,1172,0,225,466,2370,657,691,364
250173424005,85,106,371,266,0,474,245,0,0,197,1347,628,389,202
