service_date,line,estimated_boardings,ObjectId
2021/12/15 05:00:00+00,Fairmount,1719,5156
2021/12/03 05:00:00+00,Lowell,4281,5157
2021/11/24 05:00:00+00,Greenbush,1203.47,5158
2021/12/16 05:00:00+00,Providence/Stoughton,11670,5159
2021/12/03 05:00:00+00,Haverhill,3017,5160
2021/11/24 05:00:00+00,Fairmount,1929.872,5161
2021/12/16 05:00:00+00,Newburyport/Rockport,8159,5162
2021/12/03 05:00:00+00,Kingston,2593,5163
2021/11/25 05:00:00+00,Providence/Stoughton,2814,5164
2021/12/16 05:00:00+00,Framingham/Worcester,6960,5165
2021/12/03 05:00:00+00,Needham,2611,5166
2021/11/25 05:00:00+00,Newburyport/Rockport,4327,5167
2021/12/16 05:00:00+00,Franklin/Foxboro,4935,5168
2021/12/03 05:00:00+00,Fitchburg,3192,5169
2021/11/25 05:00:00+00,Framingham/Worcester,1825,5170
2021/12/16 05:00:00+00,Middleborough/Lakeville,3458,5171
2021/12/03 05:00:00+00,Greenbush,1595,5172
2021/11/25 05:00:00+00,Franklin/Foxboro,961,5173
2021/12/16 05:00:00+00,Lowell,3364,5174
2021/12/03 05:00:00+00,Fairmount,1633,5175
2021/11/25 05:00:00+00,Middleborough/Lakeville,2853,5176
2021/12/16 05:00:00+00,Haverhill,2386,5177
2021/12/04 05:00:00+00,Providence/Stoughton,4531,5178
2021/11/25 05:00:00+00,Lowell,1725,5179
2021/12/16 05:00:00+00,Kingston,2398,5180
2021/12/04 05:00:00+00,Newburyport/Rockport,6023,5181
2021/11/25 05:00:00+00,Haverhill,1311,5182
2021/12/16 05:00:00+00,Needham,2920,5183
2021/12/04 05:00:00+00,Framingham/Worcester,2744,5184
2021/11/25 05:00:00+00,Kingston,464,5185
2021/12/16 05:00:00+00,Fitchburg,3364,5186
2021/12/04 05:00:00+00,Franklin/Foxboro,895,5187
2021/11/25 05:00:00+00,Needham,210,5188
2021/12/16 05:00:00+00,Greenbush,1816,5189
2021/12/04 05:00:00+00,Middleborough/Lakeville,1048,5190
2021/11/25 05:00:00+00,Fitchburg,1182,5191
2021/12/16 05:00:00+00,Fairmount,1813,5192
2021/12/04 05:00:00+00,Lowell,1266,5193
2021/11/25 05:00:00+00,Greenbush,293,5194
2021/12/17 05:00:00+00,Providence/Stoughton,11540,5195
2021/12/04 05:00:00+00,Haverhill,1214,5196
2021/11/25 05:00:00+00,Fairmount,414,5197
2021/11/26 05:00:00+00,Providence/Stoughton,7461,5198
2021/11/26 05:00:00+00,Newburyport/Rockport,7200,5199
2021/11/26 05:00:00+00,Framingham/Worcester,3380,5200
2021/12/21 05:00:00+00,Franklin/Foxboro,3840,5201
2021/12/29 05:00:00+00,Kingston,1140,5202
2021/12/29 05:00:00+00,Needham,1316,5203
2021/12/21 05:00:00+00,Middleborough/Lakeville,2605,5204
2021/12/29 05:00:00+00,Fitchburg,2491,5205
2021/12/21 05:00:00+00,Lowell,2828,5206
2021/12/29 05:00:00+00,Greenbush,1119,5207
2022/01/19 05:00:00+00,Lowell,2937,5208
2021/12/21 05:00:00+00,Haverhill,2141,5209
2022/01/06 05:00:00+00,Fairmount,1154,5210
2021/12/29 05:00:00+00,Fairmount,1134,5211
2022/01/19 05:00:00+00,Haverhill,1671,5212
2022/01/15 05:00:00+00,Franklin/Foxboro,659,5213
2021/12/25 05:00:00+00,Lowell,878,5214
2021/12/21 05:00:00+00,Kingston,1873,5215
2022/01/07 05:00:00+00,Providence/Stoughton,5609,5216
2021/12/30 05:00:00+00,Providence/Stoughton,7327,5217
2022/01/19 05:00:00+00,Kingston,1420,5218
2022/01/02 05:00:00+00,Fitchburg,680,5219
2022/01/15 05:00:00+00,Middleborough/Lakeville,388,5220
2021/12/25 05:00:00+00,Haverhill,307,5221
2022/01/11 05:00:00+00,Newburyport/Rockport,4918,5222
2021/12/21 05:00:00+00,Needham,2493,5223
2022/01/07 05:00:00+00,Newburyport/Rockport,4657,5224
2021/12/30 05:00:00+00,Newburyport/Rockport,4971,5225
2022/01/19 05:00:00+00,Needham,2549,5226
2022/01/02 05:00:00+00,Greenbush,287,5227
2022/01/15 05:00:00+00,Lowell,1149,5228
2021/12/25 05:00:00+00,Kingston,247,5229
2022/01/11 05:00:00+00,Framingham/Worcester,3060,5230
2021/12/21 05:00:00+00,Fitchburg,2633,5231
2022/01/07 05:00:00+00,Framingham/Worcester,3792,5232
2021/12/30 05:00:00+00,Framingham/Worcester,3680,5233
2022/01/19 05:00:00+00,Fitchburg,2745,5234
2022/01/02 05:00:00+00,Fairmount,284,5235
2022/01/15 05:00:00+00,Haverhill,1141,5236
2021/12/25 05:00:00+00,Needham,258,5237
2022/01/11 05:00:00+00,Franklin/Foxboro,2715,5238
2021/12/21 05:00:00+00,Greenbush,1398,5239
2022/01/07 05:00:00+00,Franklin/Foxboro,2141,5240
2021/12/30 05:00:00+00,Franklin/Foxboro,2472,5241
2022/01/19 05:00:00+00,Greenbush,1336,5242
2022/01/03 05:00:00+00,Providence/Stoughton,7415,5243
2022/01/15 05:00:00+00,Kingston,367,5244
2021/12/25 05:00:00+00,Fitchburg,569,5245
2021/12/25 05:00:00+00,Greenbush,328,5246
2021/12/25 05:00:00+00,Fairmount,168,5247
2021/12/26 05:00:00+00,Providence/Stoughton,2564,5248
2021/12/26 05:00:00+00,Newburyport/Rockport,1931,5249
2021/12/26 05:00:00+00,Framingham/Worcester,1149,5250
2021/12/26 05:00:00+00,Franklin/Foxboro,397,5251
2021/12/26 05:00:00+00,Middleborough/Lakeville,714,5252
2021/12/26 05:00:00+00,Lowell,915,5253
2021/12/26 05:00:00+00,Haverhill,508,5254
2021/12/26 05:00:00+00,Kingston,351,5255
2021/12/26 05:00:00+00,Needham,286,5256
2021/12/26 05:00:00+00,Fitchburg,810,5257
2021/12/26 05:00:00+00,Greenbush,335,5258
2021/12/26 05:00:00+00,Fairmount,233,5259
2021/12/27 05:00:00+00,Providence/Stoughton,7618,5260
2021/12/27 05:00:00+00,Newburyport/Rockport,4849,5261
2021/12/27 05:00:00+00,Framingham/Worcester,3576,5262
2021/12/27 05:00:00+00,Franklin/Foxboro,2294,5263
2021/12/27 05:00:00+00,Middleborough/Lakeville,1684,5264
2021/12/27 05:00:00+00,Lowell,2306,5265
2021/12/27 05:00:00+00,Haverhill,1634,5266
2021/12/27 05:00:00+00,Kingston,1274,5267
2021/12/27 05:00:00+00,Needham,930,5268
2021/12/27 05:00:00+00,Fitchburg,2052,5269
2021/12/27 05:00:00+00,Greenbush,707,5270
2021/12/27 05:00:00+00,Fairmount,1248,5271
2021/12/28 05:00:00+00,Providence/Stoughton,7625,5272
2021/12/28 05:00:00+00,Newburyport/Rockport,4706,5273
2021/12/28 05:00:00+00,Framingham/Worcester,4110,5274
2021/12/28 05:00:00+00,Franklin/Foxboro,2528,5275
2021/12/28 05:00:00+00,Middleborough/Lakeville,1870,5276
2021/12/28 05:00:00+00,Lowell,1398,5277
2021/12/28 05:00:00+00,Haverhill,1772,5278
2021/12/28 05:00:00+00,Kingston,1248,5279
2021/12/28 05:00:00+00,Needham,1112,5280
2021/12/28 05:00:00+00,Fitchburg,1924,5281
2021/12/28 05:00:00+00,Greenbush,728,5282
2021/12/28 05:00:00+00,Fairmount,1134,5283
2021/12/29 05:00:00+00,Providence/Stoughton,6814,5284
2021/12/29 05:00:00+00,Newburyport/Rockport,4820,5285
2021/12/29 05:00:00+00,Framingham/Worcester,3706,5286
2021/12/29 05:00:00+00,Franklin/Foxboro,2283,5287
2021/12/29 05:00:00+00,Middleborough/Lakeville,1564,5288
2021/12/29 05:00:00+00,Lowell,1325,5289
2021/12/29 05:00:00+00,Haverhill,1450,5290
2021/12/30 05:00:00+00,Middleborough/Lakeville,1660,5291
2021/12/30 05:00:00+00,Lowell,1920,5292
2021/12/30 05:00:00+00,Haverhill,1928,5293
2021/12/30 05:00:00+00,Kingston,1222,5294
2021/12/30 05:00:00+00,Needham,1069,5295
2021/12/30 05:00:00+00,Fitchburg,2429,5296
2021/12/30 05:00:00+00,Greenbush,692,5297
2021/12/30 05:00:00+00,Fairmount,1140,5298
2021/12/31 05:00:00+00,Providence/Stoughton,7206,5299
2021/12/31 05:00:00+00,Newburyport/Rockport,4998,5300
2021/12/31 05:00:00+00,Framingham/Worcester,3781,5301
2021/12/31 05:00:00+00,Franklin/Foxboro,2467,5302
2021/12/31 05:00:00+00,Middleborough/Lakeville,1671,5303
2021/12/31 05:00:00+00,Lowell,1986,5304
2021/12/31 05:00:00+00,Haverhill,1762,5305
2021/12/31 05:00:00+00,Kingston,1241,5306
2021/12/31 05:00:00+00,Needham,1044,5307
2021/12/31 05:00:00+00,Fitchburg,2276,5308
2021/12/31 05:00:00+00,Greenbush,718,5309
2021/12/31 05:00:00+00,Fairmount,1107,5310
2022/01/01 05:00:00+00,Providence/Stoughton,2147,5311
2022/01/01 05:00:00+00,Newburyport/Rockport,2625,5312
2022/01/01 05:00:00+00,Framingham/Worcester,1172,5313
2022/01/01 05:00:00+00,Franklin/Foxboro,377,5314
2022/01/01 05:00:00+00,Middleborough/Lakeville,634,5315
2022/01/01 05:00:00+00,Lowell,1116,5316
2022/01/01 05:00:00+00,Haverhill,447,5317
2022/01/01 05:00:00+00,Kingston,305,5318
2022/01/01 05:00:00+00,Needham,301,5319
2022/01/01 05:00:00+00,Fitchburg,780,5320
2022/01/01 05:00:00+00,Greenbush,396,5321
2022/01/01 05:00:00+00,Fairmount,255,5322
2022/01/02 05:00:00+00,Providence/Stoughton,2151,5323
2022/01/02 05:00:00+00,Newburyport/Rockport,2644,5324
2022/01/02 05:00:00+00,Framingham/Worcester,1305,5325
2022/01/02 05:00:00+00,Franklin/Foxboro,488,5326
2022/01/02 05:00:00+00,Middleborough/Lakeville,566,5327
2022/01/02 05:00:00+00,Lowell,1105,5328
2022/01/02 05:00:00+00,Haverhill,490,5329
2022/01/02 05:00:00+00,Kingston,375,5330
2022/01/02 05:00:00+00,Needham,295,5331
2022/01/19 05:00:00+00,Fairmount,1421,5332
2022/01/20 05:00:00+00,Providence/Stoughton,7979,5333
2022/01/20 05:00:00+00,Newburyport/Rockport,5870,5334
2022/01/20 05:00:00+00,Framingham/Worcester,3605,5335
2022/01/20 05:00:00+00,Franklin/Foxboro,3981,5336
2022/01/20 05:00:00+00,Middleborough/Lakeville,2376,5337
2022/01/20 05:00:00+00,Lowell,3121,5338
2022/01/20 05:00:00+00,Haverhill,1552,5339
2022/01/20 05:00:00+00,Kingston,1721,5340
2022/01/20 05:00:00+00,Needham,1997,5341
2022/01/20 05:00:00+00,Fitchburg,3213,5342
2022/01/20 05:00:00+00,Greenbush,1389,5343
2022/01/20 05:00:00+00,Fairmount,1414,5344
2022/01/21 05:00:00+00,Providence/Stoughton,8373,5345
2022/01/21 05:00:00+00,Newburyport/Rockport,5639,5346
2022/01/21 05:00:00+00,Framingham/Worcester,3371,5347
2022/01/21 05:00:00+00,Franklin/Foxboro,3747,5348
2022/01/21 05:00:00+00,Middleborough/Lakeville,2246,5349
2022/01/21 05:00:00+00,Lowell,2942,5350
2022/01/21 05:00:00+00,Haverhill,1595,5351
2022/01/21 05:00:00+00,Kingston,1551,5352
2022/01/21 05:00:00+00,Needham,1668,5353
2022/01/21 05:00:00+00,Fitchburg,2792,5354
2022/01/21 05:00:00+00,Greenbush,1168,5355
2022/01/21 05:00:00+00,Fairmount,1215,5356
2022/01/22 05:00:00+00,Providence/Stoughton,2386,5357
2022/01/22 05:00:00+00,Newburyport/Rockport,4025,5358
2022/01/22 05:00:00+00,Framingham/Worcester,1461,5359
2022/01/22 05:00:00+00,Franklin/Foxboro,780,5360
2022/01/22 05:00:00+00,Middleborough/Lakeville,578,5361
2022/01/22 05:00:00+00,Lowell,1677,5362
2022/01/22 05:00:00+00,Haverhill,1119,5363
2022/01/22 05:00:00+00,Kingston,388,5364
2022/01/22 05:00:00+00,Needham,203,5365
2022/01/22 05:00:00+00,Fitchburg,992,5366
2022/01/22 05:00:00+00,Greenbush,286,5367
2022/01/22 05:00:00+00,Fairmount,323,5368
2022/01/23 05:00:00+00,Providence/Stoughton,2577,5369
2022/01/23 05:00:00+00,Newburyport/Rockport,2040,5370
2022/01/23 05:00:00+00,Framingham/Worcester,1573,5371
2022/01/23 05:00:00+00,Franklin/Foxboro,608,5372
2022/01/23 05:00:00+00,Middleborough/Lakeville,589,5373
2022/01/23 05:00:00+00,Lowell,562,5374
2022/01/23 05:00:00+00,Haverhill,529,5375
2022/01/03 05:00:00+00,Newburyport/Rockport,4572,5376
2022/01/15 05:00:00+00,Needham,148,5377
2022/01/07 05:00:00+00,Middleborough/Lakeville,1509,5378
2021/12/21 05:00:00+00,Fairmount,1511,5379
2022/01/11 05:00:00+00,Middleborough/Lakeville,1537,5380
2022/01/11 05:00:00+00,Lowell,2388,5381
2022/01/11 05:00:00+00,Haverhill,1766,5382
2022/01/11 05:00:00+00,Kingston,1189,5383
2022/01/11 05:00:00+00,Needham,1186,5384
2022/01/11 05:00:00+00,Fitchburg,2306,5385
2022/01/11 05:00:00+00,Greenbush,1108,5386
2022/01/11 05:00:00+00,Fairmount,1020,5387
2022/01/12 05:00:00+00,Providence/Stoughton,7123,5388
2022/01/12 05:00:00+00,Newburyport/Rockport,5577,5389
2022/01/12 05:00:00+00,Framingham/Worcester,3096,5390
2022/01/12 05:00:00+00,Franklin/Foxboro,3133,5391
2022/01/12 05:00:00+00,Middleborough/Lakeville,2101,5392
2022/01/12 05:00:00+00,Lowell,2622,5393
2022/01/12 05:00:00+00,Haverhill,1449,5394
2022/01/12 05:00:00+00,Kingston,1131,5395
2022/01/12 05:00:00+00,Needham,1718,5396
2022/01/12 05:00:00+00,Fitchburg,2312,5397
2022/01/12 05:00:00+00,Greenbush,1174,5398
2022/01/12 05:00:00+00,Fairmount,1168,5399
2022/01/13 05:00:00+00,Providence/Stoughton,8284,5400
2022/01/13 05:00:00+00,Newburyport/Rockport,6032,5401
2022/01/13 05:00:00+00,Framingham/Worcester,3463,5402
2022/01/13 05:00:00+00,Franklin/Foxboro,3295,5403
2022/01/13 05:00:00+00,Middleborough/Lakeville,2328,5404
2022/01/13 05:00:00+00,Lowell,2445,5405
2022/01/13 05:00:00+00,Haverhill,2050,5406
2022/01/13 05:00:00+00,Kingston,1598,5407
2022/01/13 05:00:00+00,Needham,2225,5408
2022/01/13 05:00:00+00,Fitchburg,2702,5409
2022/01/13 05:00:00+00,Greenbush,1271,5410
2022/01/13 05:00:00+00,Fairmount,1266,5411
2022/01/14 05:00:00+00,Providence/Stoughton,7860,5412
2022/01/14 05:00:00+00,Newburyport/Rockport,5684,5413
2022/01/15 05:00:00+00,Fitchburg,791,5414
2022/01/14 05:00:00+00,Framingham/Worcester,3293,5415
2022/01/15 05:00:00+00,Greenbush,323,5416
2022/01/07 05:00:00+00,Lowell,2427,5417
2022/01/14 05:00:00+00,Franklin/Foxboro,3057,5418
2022/01/03 05:00:00+00,Framingham/Worcester,3852,5419
2021/12/22 05:00:00+00,Providence/Stoughton,9370,5420
2022/01/15 05:00:00+00,Fairmount,202,5421
2022/01/07 05:00:00+00,Haverhill,1541,5422
2022/01/14 05:00:00+00,Middleborough/Lakeville,2094,5423
2022/01/03 05:00:00+00,Franklin/Foxboro,2879,5424
2021/12/22 05:00:00+00,Newburyport/Rockport,5836,5425
2022/01/16 05:00:00+00,Providence/Stoughton,2453,5426
2022/01/07 05:00:00+00,Kingston,899,5427
2022/01/14 05:00:00+00,Lowell,2988,5428
2022/01/03 05:00:00+00,Middleborough/Lakeville,1825,5429
2021/12/22 05:00:00+00,Framingham/Worcester,4716,5430
2022/01/16 05:00:00+00,Newburyport/Rockport,2448,5431
2022/01/07 05:00:00+00,Needham,1223,5432
2022/01/14 05:00:00+00,Haverhill,1893,5433
2022/01/03 05:00:00+00,Lowell,2130,5434
2021/12/22 05:00:00+00,Franklin/Foxboro,2891,5435
2022/01/16 05:00:00+00,Framingham/Worcester,1303,5436
2022/01/07 05:00:00+00,Fitchburg,2067,5437
2022/01/14 05:00:00+00,Kingston,1311,5438
2022/01/03 05:00:00+00,Haverhill,1939,5439
2021/12/22 05:00:00+00,Middleborough/Lakeville,2514,5440
2022/01/16 05:00:00+00,Franklin/Foxboro,543,5441
2022/01/07 05:00:00+00,Greenbush,738,5442
2022/01/14 05:00:00+00,Needham,1804,5443
2022/01/03 05:00:00+00,Kingston,1331,5444
2021/12/22 05:00:00+00,Lowell,2942,5445
2022/01/16 05:00:00+00,Middleborough/Lakeville,632,5446
2022/01/07 05:00:00+00,Fairmount,916,5447
2022/01/14 05:00:00+00,Fitchburg,2705,5448
2022/01/03 05:00:00+00,Needham,1332,5449
2021/12/22 05:00:00+00,Haverhill,2110,5450
2022/01/16 05:00:00+00,Lowell,507,5451
2022/01/08 05:00:00+00,Providence/Stoughton,3208,5452
2022/01/14 05:00:00+00,Greenbush,1220,5453
2022/01/03 05:00:00+00,Fitchburg,2406,5454
2021/12/22 05:00:00+00,Kingston,1684,5455
2022/01/16 05:00:00+00,Haverhill,650,5456
2022/01/08 05:00:00+00,Newburyport/Rockport,3321,5457
2022/01/14 05:00:00+00,Fairmount,1157,5458
2022/01/03 05:00:00+00,Greenbush,1140,5459
2021/12/22 05:00:00+00,Needham,1985,5460
2022/01/16 05:00:00+00,Kingston,293,5461
2022/01/08 05:00:00+00,Framingham/Worcester,855,5462
2022/01/15 05:00:00+00,Providence/Stoughton,1874,5463
2022/01/03 05:00:00+00,Fairmount,1132,5464
2022/01/16 05:00:00+00,Needham,229,5465
2022/01/04 05:00:00+00,Providence/Stoughton,7705,5466
2022/01/15 05:00:00+00,Newburyport/Rockport,2682,5467
2022/01/08 05:00:00+00,Franklin/Foxboro,715,5468
2021/12/22 05:00:00+00,Fitchburg,2402,5469
2022/01/16 05:00:00+00,Fitchburg,623,5470
2021/12/22 05:00:00+00,Greenbush,1258,5471
2022/01/08 05:00:00+00,Middleborough/Lakeville,800,5472
2022/01/16 05:00:00+00,Greenbush,222,5473
2021/12/22 05:00:00+00,Fairmount,1531,5474
2022/01/08 05:00:00+00,Lowell,768,5475
2022/01/15 05:00:00+00,Framingham/Worcester,1016,5476
2022/01/04 05:00:00+00,Newburyport/Rockport,5599,5477
2022/01/16 05:00:00+00,Fairmount,182,5478
2021/12/23 05:00:00+00,Providence/Stoughton,8344,5479
2022/01/08 05:00:00+00,Haverhill,845,5480
2022/01/04 05:00:00+00,Framingham/Worcester,4120,5481
2022/01/17 05:00:00+00,Providence/Stoughton,4595,5482
2021/12/23 05:00:00+00,Newburyport/Rockport,7010,5483
2022/01/08 05:00:00+00,Kingston,430,5484
2022/01/04 05:00:00+00,Franklin/Foxboro,2960,5485
2022/01/17 05:00:00+00,Newburyport/Rockport,4788,5486
2021/12/23 05:00:00+00,Framingham/Worcester,4097,5487
2022/01/08 05:00:00+00,Needham,236,5488
2022/01/04 05:00:00+00,Middleborough/Lakeville,2307,5489
2022/01/17 05:00:00+00,Framingham/Worcester,2449,5490
2021/12/23 05:00:00+00,Franklin/Foxboro,3199,5491
2022/01/08 05:00:00+00,Fitchburg,711,5492
2022/01/04 05:00:00+00,Lowell,2640,5493
2022/01/17 05:00:00+00,Franklin/Foxboro,1722,5494
2021/12/23 05:00:00+00,Middleborough/Lakeville,2065,5495
2022/01/08 05:00:00+00,Greenbush,428,5496
2022/01/04 05:00:00+00,Haverhill,1902,5497
2022/01/17 05:00:00+00,Middleborough/Lakeville,1314,5498
2021/12/23 05:00:00+00,Lowell,2274,5499
2022/01/08 05:00:00+00,Fairmount,333,5500
2022/01/04 05:00:00+00,Kingston,1485,5501
2022/01/17 05:00:00+00,Lowell,1915,5502
2021/12/23 05:00:00+00,Haverhill,2031,5503
2022/01/09 05:00:00+00,Providence/Stoughton,2093,5504
2022/01/04 05:00:00+00,Needham,1667,5505
2022/01/17 05:00:00+00,Haverhill,1044,5506
2021/12/23 05:00:00+00,Kingston,1586,5507
2022/01/09 05:00:00+00,Newburyport/Rockport,3128,5508
2022/01/04 05:00:00+00,Fitchburg,2985,5509
2022/01/17 05:00:00+00,Kingston,679,5510
2021/12/23 05:00:00+00,Needham,1610,5511
2022/01/09 05:00:00+00,Framingham/Worcester,961,5512
2022/01/04 05:00:00+00,Greenbush,1329,5513
2022/01/17 05:00:00+00,Needham,1026,5514
2021/12/23 05:00:00+00,Fitchburg,2260,5515
2022/01/09 05:00:00+00,Franklin/Foxboro,330,5516
2022/01/04 05:00:00+00,Fairmount,1223,5517
2022/01/17 05:00:00+00,Fitchburg,2245,5518
2021/12/23 05:00:00+00,Greenbush,1313,5519
2022/01/09 05:00:00+00,Middleborough/Lakeville,544,5520
2022/01/05 05:00:00+00,Providence/Stoughton,7459,5521
2022/01/17 05:00:00+00,Greenbush,467,5522
2021/12/23 05:00:00+00,Fairmount,1434,5523
2022/01/09 05:00:00+00,Lowell,914,5524
2022/01/05 05:00:00+00,Newburyport/Rockport,4878,5525
2022/01/17 05:00:00+00,Fairmount,831,5526
2021/12/24 05:00:00+00,Providence/Stoughton,6490,5527
2022/01/09 05:00:00+00,Haverhill,753,5528
2022/01/05 05:00:00+00,Framingham/Worcester,3986,5529
2022/01/18 05:00:00+00,Providence/Stoughton,8029,5530
2021/12/24 05:00:00+00,Newburyport/Rockport,5915,5531
2022/01/09 05:00:00+00,Kingston,293,5532
2022/01/05 05:00:00+00,Franklin/Foxboro,2736,5533
2022/01/18 05:00:00+00,Newburyport/Rockport,6229,5534
2021/12/24 05:00:00+00,Framingham/Worcester,3101,5535
2022/01/09 05:00:00+00,Needham,303,5536
2022/01/05 05:00:00+00,Middleborough/Lakeville,2465,5537
2022/01/18 05:00:00+00,Framingham/Worcester,3779,5538
2021/12/24 05:00:00+00,Franklin/Foxboro,1347,5539
2022/01/09 05:00:00+00,Fitchburg,682,5540
2022/01/05 05:00:00+00,Lowell,2213,5541
2022/01/18 05:00:00+00,Franklin/Foxboro,3966,5542
2021/12/24 05:00:00+00,Middleborough/Lakeville,1459,5543
2022/01/09 05:00:00+00,Greenbush,214,5544
2022/01/05 05:00:00+00,Haverhill,1802,5545
2022/01/18 05:00:00+00,Middleborough/Lakeville,2345,5546
2021/12/24 05:00:00+00,Lowell,1474,5547
2022/01/09 05:00:00+00,Fairmount,239,5548
2022/01/05 05:00:00+00,Kingston,1428,5549
2022/01/18 05:00:00+00,Lowell,2818,5550
2021/12/24 05:00:00+00,Haverhill,904,5551
2022/01/10 05:00:00+00,Providence/Stoughton,7687,5552
2022/01/05 05:00:00+00,Needham,1891,5553
2022/01/18 05:00:00+00,Haverhill,2081,5554
2021/12/24 05:00:00+00,Kingston,742,5555
2022/01/10 05:00:00+00,Newburyport/Rockport,6611,5556
2022/01/05 05:00:00+00,Fitchburg,2584,5557
2022/01/18 05:00:00+00,Kingston,1476,5558
2021/12/24 05:00:00+00,Needham,1302,5559
2022/01/10 05:00:00+00,Framingham/Worcester,3203,5560
2022/01/05 05:00:00+00,Greenbush,1248,5561
2022/01/18 05:00:00+00,Needham,2172,5562
2021/12/24 05:00:00+00,Fitchburg,2065,5563
2022/01/10 05:00:00+00,Franklin/Foxboro,3223,5564
2022/01/05 05:00:00+00,Fairmount,1279,5565
2022/01/18 05:00:00+00,Fitchburg,2760,5566
2021/12/24 05:00:00+00,Greenbush,891,5567
2022/01/10 05:00:00+00,Middleborough/Lakeville,1834,5568
2022/01/06 05:00:00+00,Providence/Stoughton,7266,5569
2022/01/18 05:00:00+00,Greenbush,1290,5570
2021/12/24 05:00:00+00,Fairmount,1023,5571
2021/12/25 05:00:00+00,Providence/Stoughton,1388,5572
2021/12/25 05:00:00+00,Newburyport/Rockport,1676,5573
2021/12/25 05:00:00+00,Framingham/Worcester,957,5574
2021/12/25 05:00:00+00,Franklin/Foxboro,380,5575
2021/12/25 05:00:00+00,Middleborough/Lakeville,635,5576
2022/01/18 05:00:00+00,Fairmount,1298,5577
2022/01/19 05:00:00+00,Providence/Stoughton,7977,5578
2022/01/19 05:00:00+00,Newburyport/Rockport,7233,5579
2022/01/19 05:00:00+00,Framingham/Worcester,3755,5580
2022/01/19 05:00:00+00,Franklin/Foxboro,3492,5581
2022/01/19 05:00:00+00,Middleborough/Lakeville,2105,5582
2022/01/06 05:00:00+00,Newburyport/Rockport,6150,5583
2022/01/06 05:00:00+00,Framingham/Worcester,4425,5584
2022/01/06 05:00:00+00,Franklin/Foxboro,3102,5585
2022/01/06 05:00:00+00,Middleborough/Lakeville,1925,5586
2022/01/06 05:00:00+00,Lowell,2950,5587
2022/01/06 05:00:00+00,Haverhill,2462,5588
2022/01/06 05:00:00+00,Kingston,1549,5589
2022/01/06 05:00:00+00,Needham,1827,5590
2022/01/06 05:00:00+00,Fitchburg,2473,5591
2022/01/06 05:00:00+00,Greenbush,1506,5592
2022/01/10 05:00:00+00,Lowell,3178,5593
2022/01/10 05:00:00+00,Haverhill,1693,5594
2022/01/10 05:00:00+00,Kingston,1337,5595
2022/01/10 05:00:00+00,Needham,2180,5596
2022/01/10 05:00:00+00,Fitchburg,2871,5597
2022/01/10 05:00:00+00,Greenbush,1155,5598
2022/01/10 05:00:00+00,Fairmount,1168,5599
2022/01/11 05:00:00+00,Providence/Stoughton,7511,5600
2022/01/31 05:00:00+00,Fairmount,1442,5601
2022/02/01 05:00:00+00,Providence/Stoughton,9289,5602
2022/02/01 05:00:00+00,Newburyport/Rockport,6638,5603
2022/02/01 05:00:00+00,Framingham/Worcester,3954,5604
2022/02/01 05:00:00+00,Franklin/Foxboro,4178,5605
2022/02/01 05:00:00+00,Middleborough/Lakeville,2914,5606
2022/02/01 05:00:00+00,Lowell,3491,5607
2022/02/01 05:00:00+00,Haverhill,2651,5608
2022/02/01 05:00:00+00,Kingston,1654,5609
2022/02/01 05:00:00+00,Needham,2370,5610
2022/02/01 05:00:00+00,Fitchburg,3118,5611
2022/02/01 05:00:00+00,Greenbush,1360,5612
2022/02/01 05:00:00+00,Fairmount,1433,5613
2022/02/02 05:00:00+00,Providence/Stoughton,8827,5614
2022/02/02 05:00:00+00,Newburyport/Rockport,6319,5615
2022/02/02 05:00:00+00,Framingham/Worcester,4197,5616
2022/02/02 05:00:00+00,Franklin/Foxboro,4108,5617
2022/02/02 05:00:00+00,Middleborough/Lakeville,2917,5618
2022/02/02 05:00:00+00,Lowell,3329,5619
2022/02/02 05:00:00+00,Haverhill,2150,5620
2022/02/02 05:00:00+00,Kingston,1711,5621
2022/02/02 05:00:00+00,Needham,2293,5622
2022/02/02 05:00:00+00,Fitchburg,2792,5623
2022/02/02 05:00:00+00,Greenbush,1474,5624
2022/02/02 05:00:00+00,Fairmount,1465,5625
2022/02/03 05:00:00+00,Providence/Stoughton,9761,5626
2022/02/03 05:00:00+00,Newburyport/Rockport,6684,5627
2022/02/03 05:00:00+00,Framingham/Worcester,4232,5628
2022/02/03 05:00:00+00,Franklin/Foxboro,4123,5629
2022/02/03 05:00:00+00,Middleborough/Lakeville,2924,5630
2022/02/03 05:00:00+00,Lowell,3903,5631
2022/02/03 05:00:00+00,Haverhill,2216,5632
2022/02/03 05:00:00+00,Kingston,2443,5633
2022/02/03 05:00:00+00,Needham,2507,5634
2022/02/03 05:00:00+00,Fitchburg,3090,5635
2022/02/03 05:00:00+00,Greenbush,1592,5636
2022/02/03 05:00:00+00,Fairmount,1566,5637
2022/02/04 05:00:00+00,Providence/Stoughton,8229,5638
2022/02/04 05:00:00+00,Newburyport/Rockport,5158,5639
2022/02/04 05:00:00+00,Framingham/Worcester,2914,5640
2022/02/04 05:00:00+00,Franklin/Foxboro,3077,5641
2022/02/04 05:00:00+00,Middleborough/Lakeville,2418,5642
2022/02/04 05:00:00+00,Lowell,3424,5643
2022/02/04 05:00:00+00,Haverhill,1776,5644
