service_date,line,estimated_boardings,ObjectId
2021/03/30 04:00:00+00,Framingham/Worcester,1255,2382
2021/03/30 04:00:00+00,Franklin/Foxboro,1069,2383
2021/03/30 04:00:00+00,Middleborough/Lakeville,1270,2384
2021/03/30 04:00:00+00,Lowell,1025,2385
2021/03/30 04:00:00+00,Haverhill,720.5,2386
2021/03/30 04:00:00+00,Kingston,725,2387
2021/03/30 04:00:00+00,Needham,609.5,2388
2021/03/30 04:00:00+00,Fitchburg,174,2389
2021/03/11 05:00:00+00,Lowell,911,2390
2021/03/11 05:00:00+00,Haverhill,837,2391
2021/03/11 05:00:00+00,Kingston,667.5,2392
2021/03/11 05:00:00+00,Needham,610,2393
2021/03/11 05:00:00+00,Fitchburg,201,2394
2021/03/11 05:00:00+00,Greenbush,680,2395
2021/03/11 05:00:00+00,Fairmount,637,2396
2021/03/12 05:00:00+00,Providence/Stoughton,3545.5,2397
2021/03/12 05:00:00+00,Newburyport/Rockport,2225.5,2398
2021/03/12 05:00:00+00,Framingham/Worcester,1536.5,2399
2021/03/12 05:00:00+00,Franklin/Foxboro,1419,2400
2021/04/06 04:00:00+00,Newburyport/Rockport,2811,2401
2021/05/13 04:00:00+00,Kingston,1191,2402
2021/05/13 04:00:00+00,Needham,907,2403
2021/04/06 04:00:00+00,Framingham/Worcester,2573.5,2404
2021/05/13 04:00:00+00,Fitchburg,1359,2405
2021/04/06 04:00:00+00,Franklin/Foxboro,1453,2406
2021/05/13 04:00:00+00,Greenbush,965,2407
2021/04/06 04:00:00+00,Middleborough/Lakeville,944,2408
2021/05/19 04:00:00+00,Fitchburg,1125,2409
2021/05/13 04:00:00+00,Fairmount,1004,2410
2021/04/06 04:00:00+00,Lowell,1578,2411
2021/04/20 04:00:00+00,Framingham/Worcester,2767,2412
2021/05/19 04:00:00+00,Greenbush,1209,2413
2021/05/14 04:00:00+00,Providence/Stoughton,5453,2414
2021/05/07 04:00:00+00,Lowell,1707,2415
2021/04/12 04:00:00+00,Kingston,814,2416
2021/04/06 04:00:00+00,Haverhill,1376,2417
2021/05/03 04:00:00+00,Franklin/Foxboro,1041,2418
2021/04/26 04:00:00+00,Needham,815,2419
2021/04/20 04:00:00+00,Franklin/Foxboro,1687,2420
2021/05/19 04:00:00+00,Fairmount,1051,2421
2021/05/14 04:00:00+00,Newburyport/Rockport,3956,2422
2021/05/07 04:00:00+00,Haverhill,1768,2423
2021/04/12 04:00:00+00,Needham,787,2424
2021/04/06 04:00:00+00,Kingston,915,2425
2021/05/03 04:00:00+00,Middleborough/Lakeville,1498,2426
2021/04/26 04:00:00+00,Greenbush,537,2427
2021/04/20 04:00:00+00,Middleborough/Lakeville,1334.5,2428
2021/05/20 04:00:00+00,Providence/Stoughton,3769,2429
2021/05/14 04:00:00+00,Framingham/Worcester,3550,2430
2021/05/07 04:00:00+00,Kingston,1240,2431
2021/04/12 04:00:00+00,Greenbush,429,2432
2021/04/06 04:00:00+00,Needham,818,2433
2021/05/03 04:00:00+00,Lowell,1482.5,2434
2021/04/26 04:00:00+00,Fairmount,692.5,2435
2021/04/20 04:00:00+00,Lowell,1700.5,2436
2021/05/20 04:00:00+00,Newburyport/Rockport,3970,2437
2021/05/14 04:00:00+00,Franklin/Foxboro,2063,2438
2021/05/07 04:00:00+00,Needham,768,2439
2021/04/12 04:00:00+00,Fairmount,647.5,2440
2021/04/06 04:00:00+00,Greenbush,588.5,2441
2021/05/03 04:00:00+00,Haverhill,1302.5,2442
2021/04/27 04:00:00+00,Providence/Stoughton,3637,2443
2021/04/20 04:00:00+00,Haverhill,1559,2444
2021/05/20 04:00:00+00,Framingham/Worcester,2850,2445
2021/05/14 04:00:00+00,Middleborough/Lakeville,1412,2446
2021/05/07 04:00:00+00,Fitchburg,950,2447
2021/04/13 04:00:00+00,Providence/Stoughton,4616.5,2448
2021/04/06 04:00:00+00,Fairmount,725.5,2449
2021/05/03 04:00:00+00,Kingston,703,2450
2021/04/27 04:00:00+00,Newburyport/Rockport,3144.5,2451
2021/04/20 04:00:00+00,Kingston,779,2452
2021/05/20 04:00:00+00,Franklin/Foxboro,1817,2453
2021/05/14 04:00:00+00,Lowell,1731,2454
2021/05/07 04:00:00+00,Greenbush,913,2455
2021/04/13 04:00:00+00,Newburyport/Rockport,2710.5,2456
2021/04/07 04:00:00+00,Providence/Stoughton,4435,2457
2021/05/03 04:00:00+00,Needham,516,2458
2021/04/20 04:00:00+00,Needham,825.5,2459
2021/04/27 04:00:00+00,Framingham/Worcester,2739,2460
2021/04/20 04:00:00+00,Greenbush,601.5,2461
2021/04/27 04:00:00+00,Franklin/Foxboro,1511.5,2462
2021/04/07 04:00:00+00,Newburyport/Rockport,2758.5,2463
2021/04/20 04:00:00+00,Fairmount,743.5,2464
2021/04/27 04:00:00+00,Middleborough/Lakeville,1053,2465
2021/05/14 04:00:00+00,Haverhill,2346,2466
2021/04/13 04:00:00+00,Framingham/Worcester,2425.5,2467
2021/05/07 04:00:00+00,Fairmount,943,2468
2021/05/03 04:00:00+00,Fitchburg,1182.5,2469
2021/05/20 04:00:00+00,Middleborough/Lakeville,1669,2470
2021/05/03 04:00:00+00,Greenbush,575.5,2471
2021/05/20 04:00:00+00,Lowell,1832,2472
2021/05/03 04:00:00+00,Fairmount,672,2473
2021/05/20 04:00:00+00,Haverhill,1562,2474
2021/05/10 04:00:00+00,Providence/Stoughton,4286,2475
2021/05/20 04:00:00+00,Kingston,1297,2476
2021/05/04 04:00:00+00,Providence/Stoughton,3202.5,2477
2021/05/10 04:00:00+00,Newburyport/Rockport,3662,2478
2021/04/13 04:00:00+00,Franklin/Foxboro,1569,2479
2021/05/20 04:00:00+00,Needham,975,2480
2021/04/27 04:00:00+00,Lowell,2067.5,2481
2021/04/07 04:00:00+00,Framingham/Worcester,2794.5,2482
2021/05/14 04:00:00+00,Kingston,1817,2483
2021/05/04 04:00:00+00,Newburyport/Rockport,2736.5,2484
2021/04/21 04:00:00+00,Providence/Stoughton,4002,2485
2021/05/10 04:00:00+00,Framingham/Worcester,2564,2486
2021/04/13 04:00:00+00,Middleborough/Lakeville,1125,2487
2021/05/20 04:00:00+00,Fitchburg,1068,2488
2021/04/27 04:00:00+00,Haverhill,1620,2489
2021/04/07 04:00:00+00,Franklin/Foxboro,1925.5,2490
2021/05/14 04:00:00+00,Needham,1630,2491
2021/05/04 04:00:00+00,Framingham/Worcester,2459,2492
2021/04/21 04:00:00+00,Newburyport/Rockport,3225.5,2493
2021/05/10 04:00:00+00,Franklin/Foxboro,1599,2494
2021/04/13 04:00:00+00,Lowell,1448.5,2495
2021/05/20 04:00:00+00,Greenbush,1236,2496
2021/04/27 04:00:00+00,Kingston,722,2497
2021/04/07 04:00:00+00,Middleborough/Lakeville,1116,2498
2021/05/14 04:00:00+00,Fitchburg,1067,2499
2021/05/04 04:00:00+00,Franklin/Foxboro,1497,2500
2021/04/21 04:00:00+00,Framingham/Worcester,2517.5,2501
2021/05/10 04:00:00+00,Middleborough/Lakeville,1418,2502
2021/04/13 04:00:00+00,Haverhill,1287,2503
2021/05/20 04:00:00+00,Fairmount,931,2504
2021/04/27 04:00:00+00,Needham,801,2505
2021/04/07 04:00:00+00,Lowell,1645.5,2506
2021/05/14 04:00:00+00,Greenbush,1242,2507
2021/05/04 04:00:00+00,Middleborough/Lakeville,1156,2508
2021/04/21 04:00:00+00,Franklin/Foxboro,1421.5,2509
2021/05/10 04:00:00+00,Lowell,1588,2510
2021/04/13 04:00:00+00,Kingston,779,2511
2021/05/21 04:00:00+00,Providence/Stoughton,3591,2512
2021/04/27 04:00:00+00,Greenbush,917,2513
2021/04/07 04:00:00+00,Haverhill,1455.5,2514
2021/05/14 04:00:00+00,Fairmount,933,2515
2021/05/04 04:00:00+00,Lowell,1876,2516
2021/04/21 04:00:00+00,Middleborough/Lakeville,1309,2517
2021/05/10 04:00:00+00,Haverhill,1406,2518
2021/04/13 04:00:00+00,Needham,884,2519
2021/05/21 04:00:00+00,Newburyport/Rockport,4081,2520
2021/04/27 04:00:00+00,Fairmount,732,2521
2021/04/07 04:00:00+00,Kingston,978,2522
2021/05/17 04:00:00+00,Providence/Stoughton,4974,2523
2021/05/04 04:00:00+00,Haverhill,1348,2524
2021/04/21 04:00:00+00,Lowell,1648,2525
2021/05/10 04:00:00+00,Kingston,1181,2526
2021/04/13 04:00:00+00,Greenbush,528,2527
2021/05/21 04:00:00+00,Framingham/Worcester,2817,2528
2021/04/28 04:00:00+00,Providence/Stoughton,4050.5,2529
2021/04/07 04:00:00+00,Needham,742.5,2530
2021/05/17 04:00:00+00,Newburyport/Rockport,4126,2531
2021/05/04 04:00:00+00,Kingston,846,2532
2021/04/21 04:00:00+00,Haverhill,1233.5,2533
2021/05/10 04:00:00+00,Needham,814,2534
2021/04/13 04:00:00+00,Fairmount,726,2535
2021/05/21 04:00:00+00,Franklin/Foxboro,1837,2536
2021/04/28 04:00:00+00,Newburyport/Rockport,3288,2537
2021/04/07 04:00:00+00,Greenbush,456,2538
2021/05/17 04:00:00+00,Framingham/Worcester,2343,2539
2021/05/04 04:00:00+00,Needham,531,2540
2021/04/21 04:00:00+00,Kingston,767,2541
2021/05/10 04:00:00+00,Fitchburg,867,2542
2021/04/14 04:00:00+00,Providence/Stoughton,4225,2543
2021/05/21 04:00:00+00,Middleborough/Lakeville,1160,2544
2021/04/28 04:00:00+00,Framingham/Worcester,2698,2545
2021/04/07 04:00:00+00,Fairmount,783,2546
2021/05/17 04:00:00+00,Franklin/Foxboro,1951,2547
2021/05/04 04:00:00+00,Fitchburg,924,2548
2021/04/21 04:00:00+00,Needham,747,2549
2021/05/10 04:00:00+00,Greenbush,1174,2550
2021/04/14 04:00:00+00,Newburyport/Rockport,2520,2551
2021/05/21 04:00:00+00,Lowell,2030,2552
2021/04/28 04:00:00+00,Franklin/Foxboro,1705.5,2553
2021/04/08 04:00:00+00,Providence/Stoughton,4258,2554
2021/05/17 04:00:00+00,Middleborough/Lakeville,1682,2555
2021/05/04 04:00:00+00,Greenbush,914.5,2556
2021/04/21 04:00:00+00,Greenbush,612,2557
2021/05/10 04:00:00+00,Fairmount,874,2558
2021/04/14 04:00:00+00,Framingham/Worcester,1588,2559
2021/05/21 04:00:00+00,Haverhill,1493,2560
2021/04/28 04:00:00+00,Middleborough/Lakeville,1515,2561
2021/04/08 04:00:00+00,Newburyport/Rockport,2722,2562
2021/05/17 04:00:00+00,Lowell,1715,2563
2021/05/17 04:00:00+00,Haverhill,1616,2564
2021/05/04 04:00:00+00,Fairmount,714.5,2565
2021/05/17 04:00:00+00,Kingston,1207,2566
2021/05/11 04:00:00+00,Providence/Stoughton,4679,2567
2021/05/17 04:00:00+00,Needham,1000,2568
2021/05/05 04:00:00+00,Providence/Stoughton,3541,2569
2021/05/21 04:00:00+00,Kingston,1072,2570
2021/04/28 04:00:00+00,Lowell,1764,2571
2021/04/08 04:00:00+00,Framingham/Worcester,2558,2572
2021/04/14 04:00:00+00,Franklin/Foxboro,1609,2573
2021/04/21 04:00:00+00,Fairmount,751.5,2574
2021/04/08 04:00:00+00,Franklin/Foxboro,1838,2575
2021/04/22 04:00:00+00,Providence/Stoughton,4017,2576
2021/04/14 04:00:00+00,Middleborough/Lakeville,1225,2577
2021/04/08 04:00:00+00,Middleborough/Lakeville,1212,2578
2021/04/22 04:00:00+00,Newburyport/Rockport,3613.5,2579
2021/04/28 04:00:00+00,Haverhill,1380.5,2580
2021/05/21 04:00:00+00,Needham,917,2581
2021/04/14 04:00:00+00,Lowell,1459,2582
2021/05/11 04:00:00+00,Newburyport/Rockport,3723,2583
2021/05/05 04:00:00+00,Newburyport/Rockport,2965,2584
2021/05/17 04:00:00+00,Fitchburg,1032,2585
2021/04/08 04:00:00+00,Lowell,1488,2586
2021/04/22 04:00:00+00,Framingham/Worcester,2658,2587
2021/04/28 04:00:00+00,Kingston,733,2588
2021/05/21 04:00:00+00,Fitchburg,1199,2589
2021/04/14 04:00:00+00,Haverhill,1422,2590
2021/05/11 04:00:00+00,Framingham/Worcester,2766,2591
2021/05/05 04:00:00+00,Framingham/Worcester,2029,2592
2021/05/17 04:00:00+00,Greenbush,1475,2593
2021/04/08 04:00:00+00,Haverhill,1644,2594
2021/04/22 04:00:00+00,Franklin/Foxboro,1369,2595
2021/04/28 04:00:00+00,Needham,714,2596
2021/05/21 04:00:00+00,Greenbush,920,2597
2021/04/14 04:00:00+00,Kingston,708,2598
2021/05/11 04:00:00+00,Franklin/Foxboro,1603,2599
2021/05/05 04:00:00+00,Franklin/Foxboro,1124,2600
2021/05/17 04:00:00+00,Fairmount,881,2601
2021/04/08 04:00:00+00,Kingston,1007,2602
2021/04/22 04:00:00+00,Middleborough/Lakeville,1318.5,2603
2021/04/28 04:00:00+00,Greenbush,855,2604
2021/05/21 04:00:00+00,Fairmount,818,2605
2021/04/14 04:00:00+00,Needham,785,2606
2021/05/11 04:00:00+00,Middleborough/Lakeville,1459,2607
2021/05/05 04:00:00+00,Middleborough/Lakeville,1355,2608
2021/05/18 04:00:00+00,Providence/Stoughton,4823,2609
2021/04/08 04:00:00+00,Needham,829.5,2610
2021/04/22 04:00:00+00,Lowell,1520,2611
2021/04/28 04:00:00+00,Fairmount,891,2612
2021/05/24 04:00:00+00,Providence/Stoughton,4423.5,2613
2021/04/14 04:00:00+00,Greenbush,551,2614
2021/05/11 04:00:00+00,Lowell,1388,2615
2021/05/05 04:00:00+00,Lowell,1818,2616
2021/05/18 04:00:00+00,Newburyport/Rockport,3818,2617
2021/04/08 04:00:00+00,Greenbush,503,2618
2021/04/22 04:00:00+00,Haverhill,1250,2619
2021/04/29 04:00:00+00,Providence/Stoughton,3087.5,2620
2021/05/24 04:00:00+00,Newburyport/Rockport,4016,2621
2021/04/14 04:00:00+00,Fairmount,854.5,2622
2021/05/11 04:00:00+00,Haverhill,1521,2623
2021/05/05 04:00:00+00,Haverhill,1319,2624
2021/05/18 04:00:00+00,Framingham/Worcester,2403,2625
2021/04/08 04:00:00+00,Fairmount,802,2626
2021/04/22 04:00:00+00,Kingston,852,2627
2021/04/29 04:00:00+00,Newburyport/Rockport,3490,2628
2021/05/24 04:00:00+00,Framingham/Worcester,2580,2629
2021/04/16 04:00:00+00,Providence/Stoughton,4327,2630
2021/05/11 04:00:00+00,Kingston,1280,2631
2021/05/05 04:00:00+00,Kingston,745,2632
2021/05/18 04:00:00+00,Franklin/Foxboro,1772,2633
2021/04/09 04:00:00+00,Providence/Stoughton,4529.5,2634
2021/04/22 04:00:00+00,Needham,738.5,2635
2021/04/29 04:00:00+00,Framingham/Worcester,2425.5,2636
2021/05/24 04:00:00+00,Franklin/Foxboro,1652,2637
2021/04/16 04:00:00+00,Newburyport/Rockport,2116.5,2638
2021/05/11 04:00:00+00,Needham,923,2639
2021/05/05 04:00:00+00,Needham,780,2640
2021/05/18 04:00:00+00,Middleborough/Lakeville,1839,2641
2021/04/09 04:00:00+00,Newburyport/Rockport,2814,2642
2021/04/22 04:00:00+00,Greenbush,620.5,2643
2021/04/29 04:00:00+00,Franklin/Foxboro,1111.5,2644
2021/05/24 04:00:00+00,Middleborough/Lakeville,1347,2645
2021/04/16 04:00:00+00,Framingham/Worcester,2113,2646
2021/05/11 04:00:00+00,Fitchburg,981,2647
2021/05/05 04:00:00+00,Fitchburg,1081,2648
2021/05/18 04:00:00+00,Lowell,1701,2649
2021/04/09 04:00:00+00,Framingham/Worcester,2727.5,2650
2021/04/22 04:00:00+00,Fairmount,718.5,2651
2021/04/29 04:00:00+00,Middleborough/Lakeville,1290,2652
2021/05/24 04:00:00+00,Lowell,2029.5,2653
2021/04/16 04:00:00+00,Franklin/Foxboro,1171.5,2654
2021/05/11 04:00:00+00,Greenbush,1129,2655
2021/05/05 04:00:00+00,Greenbush,896,2656
2021/05/18 04:00:00+00,Haverhill,1545,2657
2021/04/09 04:00:00+00,Franklin/Foxboro,1598.5,2658
2021/04/23 04:00:00+00,Providence/Stoughton,3955.5,2659
2021/04/29 04:00:00+00,Lowell,1522,2660
2021/05/24 04:00:00+00,Haverhill,1570.5,2661
2021/04/16 04:00:00+00,Middleborough/Lakeville,1064,2662
2021/05/11 04:00:00+00,Fairmount,917,2663
2021/05/05 04:00:00+00,Fairmount,990,2664
2021/05/18 04:00:00+00,Kingston,1448,2665
2021/04/09 04:00:00+00,Middleborough/Lakeville,1200,2666
2021/04/23 04:00:00+00,Newburyport/Rockport,3518,2667
2021/04/29 04:00:00+00,Haverhill,1261,2668
2021/05/24 04:00:00+00,Kingston,1258,2669
2021/05/24 04:00:00+00,Needham,1135,2670
2021/05/24 04:00:00+00,Fitchburg,1359,2671
2021/05/24 04:00:00+00,Greenbush,900,2672
2021/05/24 04:00:00+00,Fairmount,919.5,2673
2021/05/25 04:00:00+00,Providence/Stoughton,4965,2674
2021/05/25 04:00:00+00,Newburyport/Rockport,4305,2675
2021/05/25 04:00:00+00,Framingham/Worcester,2781.5,2676
2021/05/25 04:00:00+00,Franklin/Foxboro,1937,2677
2021/05/25 04:00:00+00,Middleborough/Lakeville,1488,2678
2021/05/25 04:00:00+00,Lowell,2087.5,2679
2021/05/25 04:00:00+00,Haverhill,1579.5,2680
2021/05/25 04:00:00+00,Kingston,1146,2681
2021/05/25 04:00:00+00,Needham,1178,2682
2021/05/25 04:00:00+00,Fitchburg,1567,2683
2021/05/25 04:00:00+00,Greenbush,1107,2684
2021/04/23 04:00:00+00,Framingham/Worcester,2460.5,2685
2021/04/23 04:00:00+00,Franklin/Foxboro,1258,2686
2021/04/23 04:00:00+00,Middleborough/Lakeville,1178,2687
2021/04/23 04:00:00+00,Lowell,1562.5,2688
2021/04/23 04:00:00+00,Haverhill,1307,2689
2021/04/23 04:00:00+00,Kingston,736,2690
2021/04/23 04:00:00+00,Needham,732,2691
2021/04/23 04:00:00+00,Greenbush,559,2692
2021/04/23 04:00:00+00,Fairmount,693,2693
2021/04/26 04:00:00+00,Providence/Stoughton,4123,2694
2021/04/26 04:00:00+00,Newburyport/Rockport,3334,2695
2021/04/26 04:00:00+00,Framingham/Worcester,2552,2696
2021/04/26 04:00:00+00,Franklin/Foxboro,1439,2697
2021/04/26 04:00:00+00,Middleborough/Lakeville,1350.5,2698
2021/04/26 04:00:00+00,Lowell,1885,2699
2021/04/26 04:00:00+00,Haverhill,1223,2700
2021/04/26 04:00:00+00,Kingston,1006,2701
2021/05/18 04:00:00+00,Needham,1030,2702
2021/05/18 04:00:00+00,Fitchburg,1031,2703
2021/05/18 04:00:00+00,Greenbush,1013,2704
2021/05/18 04:00:00+00,Fairmount,969,2705
2021/05/12 04:00:00+00,Providence/Stoughton,4511,2706
2021/05/19 04:00:00+00,Providence/Stoughton,4738,2707
2021/05/06 04:00:00+00,Providence/Stoughton,3503,2708
2021/05/12 04:00:00+00,Newburyport/Rockport,3673,2709
2021/04/09 04:00:00+00,Lowell,1576.5,2710
2021/05/19 04:00:00+00,Newburyport/Rockport,3664,2711
2021/04/29 04:00:00+00,Kingston,687.5,2712
2021/05/06 04:00:00+00,Newburyport/Rockport,3007,2713
2021/05/12 04:00:00+00,Framingham/Worcester,2955,2714
2021/04/16 04:00:00+00,Lowell,1342.5,2715
2021/04/09 04:00:00+00,Haverhill,1401,2716
2021/05/19 04:00:00+00,Framingham/Worcester,2788,2717
2021/04/29 04:00:00+00,Needham,660,2718
2021/05/06 04:00:00+00,Framingham/Worcester,1766,2719
2021/05/12 04:00:00+00,Franklin/Foxboro,1759,2720
2021/04/16 04:00:00+00,Haverhill,979,2721
2021/04/09 04:00:00+00,Kingston,859,2722
2021/05/19 04:00:00+00,Franklin/Foxboro,1863,2723
2021/04/29 04:00:00+00,Greenbush,710,2724
2021/05/06 04:00:00+00,Franklin/Foxboro,1633,2725
2021/05/12 04:00:00+00,Middleborough/Lakeville,1754,2726
2021/04/16 04:00:00+00,Kingston,682,2727
2021/04/09 04:00:00+00,Needham,711.5,2728
2021/05/19 04:00:00+00,Middleborough/Lakeville,2012,2729
2021/04/29 04:00:00+00,Fairmount,707.5,2730
2021/05/06 04:00:00+00,Middleborough/Lakeville,1289,2731
2021/05/12 04:00:00+00,Lowell,1570,2732
2021/04/16 04:00:00+00,Needham,679,2733
2021/04/09 04:00:00+00,Greenbush,366,2734
2021/05/19 04:00:00+00,Lowell,1733,2735
2021/04/30 04:00:00+00,Providence/Stoughton,4048.5,2736
2021/05/06 04:00:00+00,Lowell,1977,2737
2021/05/12 04:00:00+00,Haverhill,1564,2738
2021/04/16 04:00:00+00,Greenbush,402,2739
2021/04/09 04:00:00+00,Fairmount,766,2740
2021/05/19 04:00:00+00,Haverhill,1652,2741
2021/04/30 04:00:00+00,Newburyport/Rockport,3249.5,2742
2021/05/06 04:00:00+00,Haverhill,1284,2743
2021/05/12 04:00:00+00,Kingston,1333,2744
2021/04/16 04:00:00+00,Fairmount,582.5,2745
2021/04/12 04:00:00+00,Providence/Stoughton,4287,2746
2021/05/19 04:00:00+00,Kingston,1278,2747
2021/04/30 04:00:00+00,Framingham/Worcester,2574.5,2748
2021/05/06 04:00:00+00,Kingston,960,2749
2021/05/12 04:00:00+00,Needham,998,2750
2021/04/19 04:00:00+00,Providence/Stoughton,3495,2751
2021/04/12 04:00:00+00,Newburyport/Rockport,2701.5,2752
2021/05/19 04:00:00+00,Needham,1058,2753
2021/04/30 04:00:00+00,Franklin/Foxboro,1495,2754
2021/05/06 04:00:00+00,Needham,677,2755
2021/05/12 04:00:00+00,Fitchburg,923,2756
2021/04/19 04:00:00+00,Newburyport/Rockport,2509.5,2757
2021/04/12 04:00:00+00,Framingham/Worcester,2363.5,2758
2021/04/30 04:00:00+00,Middleborough/Lakeville,1356,2759
2021/05/06 04:00:00+00,Fitchburg,900,2760
2021/05/12 04:00:00+00,Greenbush,1203,2761
2021/04/19 04:00:00+00,Framingham/Worcester,2415.5,2762
2021/04/12 04:00:00+00,Franklin/Foxboro,1392,2763
2021/04/30 04:00:00+00,Lowell,1371,2764
2021/05/06 04:00:00+00,Greenbush,762,2765
2021/05/12 04:00:00+00,Fairmount,1145,2766
2021/04/19 04:00:00+00,Franklin/Foxboro,1285,2767
2021/04/12 04:00:00+00,Middleborough/Lakeville,1101,2768
2021/04/30 04:00:00+00,Haverhill,1216,2769
2021/05/06 04:00:00+00,Fairmount,952,2770
2021/05/13 04:00:00+00,Providence/Stoughton,4304,2771
2021/04/19 04:00:00+00,Middleborough/Lakeville,976.5,2772
2021/05/07 04:00:00+00,Providence/Stoughton,4565,2773
2021/04/12 04:00:00+00,Lowell,1250,2774
2021/05/07 04:00:00+00,Newburyport/Rockport,3530,2775
2021/04/12 04:00:00+00,Haverhill,1186,2776
2021/05/13 04:00:00+00,Newburyport/Rockport,3697,2777
2021/04/30 04:00:00+00,Kingston,770.5,2778
2021/05/07 04:00:00+00,Framingham/Worcester,2656,2779
2021/05/13 04:00:00+00,Framingham/Worcester,2712,2780
2021/04/19 04:00:00+00,Lowell,1085,2781
2021/04/19 04:00:00+00,Haverhill,1239.5,2782
2021/04/19 04:00:00+00,Kingston,674.5,2783
2021/04/19 04:00:00+00,Needham,601.5,2784
2021/04/19 04:00:00+00,Greenbush,520,2785
2021/04/19 04:00:00+00,Fairmount,595,2786
2021/04/20 04:00:00+00,Providence/Stoughton,4157,2787
2021/04/20 04:00:00+00,Newburyport/Rockport,3553.5,2788
2021/05/07 04:00:00+00,Franklin/Foxboro,1709,2789
2021/05/07 04:00:00+00,Middleborough/Lakeville,1497,2790
2021/05/13 04:00:00+00,Franklin/Foxboro,1705,2791
2021/05/13 04:00:00+00,Middleborough/Lakeville,1319,2792
2021/05/13 04:00:00+00,Lowell,1627,2793
2021/05/13 04:00:00+00,Haverhill,1488,2794
2021/04/30 04:00:00+00,Needham,558,2795
2021/04/30 04:00:00+00,Greenbush,506.5,2796
2021/04/30 04:00:00+00,Fairmount,672,2797
2021/05/03 04:00:00+00,Providence/Stoughton,2838.5,2798
2021/05/03 04:00:00+00,Newburyport/Rockport,2915,2799
2021/05/03 04:00:00+00,Framingham/Worcester,1804.5,2800
2021/06/16 04:00:00+00,Greenbush,822,2801
2021/06/16 04:00:00+00,Fairmount,1092,2802
2021/06/17 04:00:00+00,Providence/Stoughton,5919,2803
2021/06/17 04:00:00+00,Newburyport/Rockport,5235,2804
2021/06/17 04:00:00+00,Framingham/Worcester,3842,2805
2021/06/17 04:00:00+00,Franklin/Foxboro,2170,2806
2021/06/17 04:00:00+00,Middleborough/Lakeville,1842,2807
2021/06/17 04:00:00+00,Lowell,1977,2808
2021/06/17 04:00:00+00,Haverhill,2407,2809
2021/06/17 04:00:00+00,Kingston,1617,2810
2021/06/17 04:00:00+00,Needham,1146,2811
2021/06/17 04:00:00+00,Fitchburg,1980,2812
2021/06/17 04:00:00+00,Greenbush,907,2813
2021/06/17 04:00:00+00,Fairmount,991,2814
2021/06/18 04:00:00+00,Providence/Stoughton,5333,2815
2021/06/18 04:00:00+00,Newburyport/Rockport,5201,2816
2021/06/18 04:00:00+00,Framingham/Worcester,3689,2817
2021/06/18 04:00:00+00,Franklin/Foxboro,1636,2818
2021/06/18 04:00:00+00,Middleborough/Lakeville,1347,2819
2021/06/18 04:00:00+00,Lowell,2370,2820
2021/06/18 04:00:00+00,Haverhill,2337,2821
2021/06/18 04:00:00+00,Kingston,1206,2822
2021/06/18 04:00:00+00,Needham,1019,2823
2021/06/18 04:00:00+00,Fitchburg,2290,2824
2021/06/18 04:00:00+00,Greenbush,781,2825
2021/06/18 04:00:00+00,Fairmount,796,2826
2021/06/21 04:00:00+00,Providence/Stoughton,5632,2827
2021/06/21 04:00:00+00,Newburyport/Rockport,6050,2828
2021/06/21 04:00:00+00,Framingham/Worcester,3634,2829
2021/06/21 04:00:00+00,Franklin/Foxboro,1983,2830
2021/06/21 04:00:00+00,Middleborough/Lakeville,1776,2831
2021/06/21 04:00:00+00,Lowell,2461,2832
2021/06/21 04:00:00+00,Haverhill,2482,2833
2021/06/21 04:00:00+00,Kingston,1376,2834
2021/06/21 04:00:00+00,Needham,1045,2835
2021/06/21 04:00:00+00,Fitchburg,1926,2836
2021/06/21 04:00:00+00,Greenbush,986,2837
2021/06/21 04:00:00+00,Fairmount,985,2838
2021/06/22 04:00:00+00,Providence/Stoughton,5283,2839
2021/06/22 04:00:00+00,Newburyport/Rockport,5433,2840
2021/06/22 04:00:00+00,Framingham/Worcester,2415,2841
2021/06/22 04:00:00+00,Franklin/Foxboro,2332,2842
2021/06/22 04:00:00+00,Middleborough/Lakeville,1649,2843
2021/06/22 04:00:00+00,Lowell,2294,2844
2021/06/22 04:00:00+00,Haverhill,1985,2845
2021/06/22 04:00:00+00,Kingston,1483,2846
2021/06/22 04:00:00+00,Needham,1042,2847
2021/06/22 04:00:00+00,Fitchburg,1911,2848
2021/06/22 04:00:00+00,Greenbush,1090,2849
2021/06/22 04:00:00+00,Fairmount,942,2850
2021/05/25 04:00:00+00,Fairmount,1041.5,2851
2021/05/26 04:00:00+00,Providence/Stoughton,5231.5,2852
2021/05/26 04:00:00+00,Newburyport/Rockport,4502,2853
2021/05/26 04:00:00+00,Framingham/Worcester,3145,2854
2021/05/26 04:00:00+00,Franklin/Foxboro,1777,2855
2021/05/26 04:00:00+00,Middleborough/Lakeville,1538.5,2856
2021/05/26 04:00:00+00,Lowell,1937,2857
2021/05/26 04:00:00+00,Haverhill,1789,2858
2021/05/26 04:00:00+00,Kingston,1215,2859
2021/05/26 04:00:00+00,Needham,1057.5,2860
2021/05/26 04:00:00+00,Fitchburg,1464,2861
2021/05/26 04:00:00+00,Greenbush,1139,2862
2021/05/26 04:00:00+00,Fairmount,1153,2863
2021/05/27 04:00:00+00,Providence/Stoughton,5126,2864
